,date,year,prep
11919,2003-10-31,2003,대단 기네스북 올리자
11920,2003-11-01,2003,지나던 햏자 첫째 날 첫 번째 리플 남기오 이후 몇개 리플 달릴지 흠
11921,2003-11-01,2003,옥선욱 왔다 갔다
11922,2003-11-01,2003,Da Mc NAME
11923,2003-11-01,2003,단결 또 왔군요 음 요즘 여친 대한 마음 흔들리는 구려 다음 곳 올 때 마음 유지 하고 있을지 힘내자
11924,2003-11-01,2003,오 동감 쿠키닷컴 계속 되어야 한다쭊
11925,2003-11-02,2003,켉켉 마지막 힘내 유
11926,2003-11-02,2003,대단해요 기네스북 오를 있을만한 리플
11927,2003-11-02,2003,앞 으로도 계속 달 BoA
11928,2003-11-02,2003,shock 자유 주세여
11929,2003-11-02,2003,첳년 성지순례
11930,2003-11-02,2003,겹 치는 아이피 빼고 기네스 올려도 좋을듯
11931,2003-11-02,2003,벌써 이네 습기 찼을것 임 분명하니 깍 아주
11932,2003-11-02,2003,사진 첨 봤을 때 공통 수학 정석 첨 보다가 젠 미적분학 책 보는구료
11933,2003-11-02,2003,DelicoU 년도 되어가는구려 다가오는 에는 모두 좋은 일만 있으시길
11934,2003-11-02,2003,구봉 숙
11935,2003-11-02,2003,개마고원 출췍 하고 가유
11936,2003-11-02,2003,Hexion 만이천삼백 번째 리플
11937,2003-11-02,2003,신도현 크 공부 해야 되는데 공부 돼고 내년 수능 인데 길 내년 뭘 하고 있을런리플 이여 에게 힘
11938,2003-11-03,2003,웃음 조기 낼 학교 갈 생각 하고 아직 이러고 있어 성지순례 한판 쌔우 가오
11939,2003-11-03,2003,NBKiller 대단하오 국내 게시판 최고 리플 수일 꺼 간만 찾아왔는데 아직 리플 다는 있구료
11940,2003-11-03,2003,Eltear 역사 게시 물 리플 쌔우 가오 b
11941,2003-11-03,2003,이름 없는자 성지순례 쎄우고 가오
11942,2003-11-03,2003,Da Mc 이고 싶어
11943,2003-11-03,2003,chocoball 출 책 다음 달 또 오리다
11944,2003-11-03,2003,Tez 첨 방문 인데 컴 다운 됀줄 알았다오
11945,2003-11-03,2003,무지개 쫒는
11946,2003-11-03,2003,순례 째 리플 다오 그나저나 팔렸소
11947,2003-11-03,2003,허허 그만 다시오 지겹지도 않소
11948,2003-11-04,2003,신 문 보고 찾아왔다가 말렸음 아씨 내일 수능 인데 젠
11949,2003-11-04,2003,오호 부터 개월 정말로 하시오
11950,2003-11-04,2003,뷁뷁 보이 아하하 리플 낄낄 낄 신난 다신나
11951,2003-11-04,2003,으 흑 여기는 성지 담 또 리플 달겠소
11952,2003-11-04,2003,크로마뇽인
11953,2003-11-04,2003,환타 아직 리플 달릴지 몰랐소
11954,2003-11-04,2003,아기 곰 환타 행 올 만이오
11955,2003-11-04,2003,명탐정 안녕하세요 명탐정 곳 올린 모든 조사 들어갑니다
11956,2003-11-04,2003,황운철 성지 본명 이라도 남기고 싶었소 리플 언제나 끝날려나
11957,2003-11-05,2003,ZP 허허 그 말로 듣던 쿠키닷컴 장엄하도다
11958,2003-11-05,2003,우어어 울 갑니다
11959,2003-11-05,2003,loventree 심오하도다
11960,2003-11-05,2003,cyeogen
11961,2003-11-05,2003,순례 경건하게
11962,2003-11-05,2003,노이로제 심히 놀랄 일이오 이런 폐인 아님
11963,2003-11-05,2003,최 만에 성지순례 캬 여전히 버벅이 컴퓨터 년뒤 오지 내년 만나고 있는 유부 남 놈 하고 되있을려나
11964,2003-11-05,2003,답 달았다
11965,2003-11-05,2003,ru 사기 늦었겠지
11966,2003-11-05,2003,디테 성지순례 동참 뵨셈 보살
11967,2003-11-05,2003,군대 대후 보겠소
11968,2003-11-05,2003,redN 대략 하루 씩 추가 되는듯 번째 리플 달고 가오
11969,2003-11-05,2003,TiRPiTZ 번째 리플 오후 내년
11970,2003-11-05,2003,은근 끈기 드뎌 댓글달았 쏘 대략 시원하군
11971,2003-11-05,2003,아샤 윈포싸 넘김니다 방 잡고 리플 주셈
11972,2003-11-06,2003,삑 사리 이글 쓰고 확인 누르고 내일 아침 눈뜰 때 쯤 이면 올라가겠지
11973,2003-11-06,2003,캬오 냐옹
11974,2003-11-06,2003,햏쌀 파실 계신가요 싸게 구입 하고 싶습니다 로딩 압박 대단하고 쿠키닷컴
11975,2003-11-06,2003,으 짜까 고구마 장사 느므느므 힘 이드 달아서 후우 ｙ
11976,2003-11-06,2003,냥 리플 놀이 new 스타트
11977,2003-11-06,2003,바람 팔지 말고 가보 간직 하시요 년후 후손 대박
11978,2003-11-06,2003,aerodactyl 꿈 등수 등대
11979,2003-11-06,2003,오오 대단하오
11980,2003-11-06,2003,귀 폭 전설 년월 진숙 사랑
11981,2003-11-07,2003,神
11982,2003-11-07,2003,흐흐 이네 그동안 사랑 해주신 여러 햏자 께 감사 드리오
11983,2003-11-07,2003,순례 햏진 좋은 날 곳 다녀감 지원 씨 사랑
11984,2003-11-07,2003,네오 네오 엄마 사랑 오
11985,2003-11-07,2003,경송 최고 사랑 하고 싶다
11986,2003-11-07,2003,레볼루션 트리니티 죽었다
11987,2003-11-07,2003,dolphy 쿠키닷컴 흔적 남기다
11988,2003-11-07,2003,쿠키 잠시 왔다 가오 그 쿠키 샀어야 하는 뎅
11989,2003-11-07,2003,flameman 아싸 꼴등
11990,2003-11-08,2003,솔로 부대 간부 쿠키닷컴 솔로 부대 접수 합니다
11991,2003-11-08,2003,쿠키 리플 위해 모두 달려 BoA
11992,2003-11-08,2003,옆집 햏자 밤새 졸업 시험 공부 효 정아 사랑 한다 보고싶고
11993,2003-11-08,2003,zinuiz 우리 강아지 복슬 강아지 학교 갔다 돌아오면 멍멍멍 꼬리 치고 반갑다고 깨 개개 낑 듣고 틀린 곳 있으면 고쳐주시오 부터 시작
11994,2003-11-08,2003,싸나이 헐 이런 리플 있다니
11995,2003-11-08,2003,성지순례 오늘 어기 없이 곳 기도 오
11996,2003-11-09,2003,아카마 스타 트래픽 계 획 긋고 싶어 왔소 오전
11997,2003-11-09,2003,무효 무효 무효 ERROR
11998,2003-11-09,2003,라이 리안 언젠가 날수 있어 그 곳 기억 제발
11999,2003-11-09,2003,SchwarzEV 오전 쿠키닷컴 영원하다
12000,2003-11-09,2003,오늘 컴터 업글 하고 벤치마킹 하고 갑니다 업글 로딩 시간 업글후 로딩 시간
12001,2003-11-09,2003,컴맹 홀로 성지순례 다녀감
12002,2003-11-09,2003,진환 성지 잠시 흔적 남기고자
12003,2003-11-09,2003,크햏햏 아해 햏햏
12004,2003-11-10,2003,사랑 한다 박 은희 사랑 한다
12005,2003-11-10,2003,에스쁘 전설 쿠키 껌 흔적 남기다
12006,2003-11-10,2003,낙엽 am 새벽 성지순례 했소 수햏 첫 발 내딛은 같은 기분 드오
12007,2003-11-10,2003,린 KIN 파크 전설 게시 물 발자취 남기다
12008,2003-11-10,2003,sooho 곳 발자욱 남기오 대략 가문 영광
12009,2003-11-10,2003,PLIFE 리플 하게 많이 달렸네
12010,2003-11-10,2003,횬진 성지 들러 갑니다아 졸려
12011,2003-11-10,2003,지로 성지 순례 차겔 만세 
12012,2003-11-10,2003,모 랄 헤져 진 윤환 왔다 감
12013,2003-11-10,2003,리플 확 인용 ꋎꋏꋐꋔꋔ
12014,2003-11-10,2003,감식 반 성지순례
12015,2003-11-10,2003,성지 순례 본햏 본격 수햏 시작 하는 기분 드오
12016,2003-11-10,2003,양말 대략 세계 리풀 대회
12017,2003-11-10,2003,성지순례 근 만에 다시오는구려 많이 달렸소 a 쿠키닷컴 이여 영원하라
12018,2003-11-10,2003,멀더 엑스파일 수상한 게시 물 신고 받고 출동 했 쏘
12019,2003-11-11,2003,쀍 성지순례 울 집컴 열 빠르다
12020,2003-11-11,2003,karsearin 성지순례 엠병할 배 밸오 데이
12021,2003-11-11,2003,성지순례 아햏햏
12022,2003-11-11,2003,덕구 소원 빌면 이뤄지나요
12023,2003-11-11,2003,솔로 천국 커플 지옥 솔로 천국 커플 지옥 성지순례 이라 옿 감동 그 자체
12024,2003-11-11,2003,zzoook 곳 바로 디씨 성지 쿠키닷컴 로고 서야 곳 흔적 남기노라 쿠키닷컴 이여 영원하라
12025,2003-11-11,2003,햏 오랜 한번 들림
12026,2003-11-11,2003,어허 감격 스럽소 묻치리다
12027,2003-11-12,2003,물방울 년전 날 그리고 오늘 또다시 전설 감흥 휩싸이며 돌아간다 아아
12028,2003-11-12,2003,기름 방울 헛 성지 왠 말 쿠키 곰팡이 피어 리스
12029,2003-11-12,2003,windnina 역사 현장
12030,2003-11-12,2003,루카 성지순례
12031,2003-11-12,2003,솔로 아리 랗 쿠키닷컴 경 배드 리오
12032,2003-11-12,2003,미치것네 아직 있네
12033,2003-11-12,2003,뀨 여전히 쑤 꾸 임 뷁쑤꾸임
12034,2003-11-12,2003,성지순례 로딩 쀍
12035,2003-11-13,2003,라르크 오늘 하는 중대한 일이 되길 기도 하며 성지 순례 다녀가오
12036,2003-11-13,2003,인형 꿈 영아 사랑 한다 쿠키닷컴 처럼 끊 없는 리플 달며 사랑 하자
12037,2003-11-13,2003,으 짜까 고구마 장사 느므느므 힘 이드 달아서 후우 ｙ
12038,2003-11-13,2003,황 가루 친구 가루 사랑 한다
12039,2003-11-13,2003,우주 햏
12040,2003-11-13,2003,대략 윗 걸다 셌단 말 대단하시외다
12041,2003-11-13,2003,가을 햏자 서야 성지 다녀가는구료 달아서
12042,2003-11-14,2003,컴퓨터 업그레이드 해야 할 같다
12043,2003-11-14,2003,호칠 성지순례 하기 힘드네
12044,2003-11-14,2003,방구 뿡
12045,2003-11-14,2003,왔다 간다
12046,2003-11-14,2003,성직 순례
12047,2003-11-14,2003,쿠키닷컴 물건 회수 합니다 이하 대략 무효
12048,2003-11-14,2003,아직 회수 했습니다 가격 불러 주세요
12049,2003-11-14,2003,으햏햏 꼴등 밑 리플 다는 사람 무효 아햏햏 이유 묻지마 시오
12050,2003-11-14,2003,아르키 모 역사 이루어 졌다
12051,2003-11-14,2003,BEGGAR 꼴등
12052,2003-11-14,2003,경기도 성남시 사는 세 성연 왔다 감
12053,2003-11-14,2003,흔적 아이 솟 산해
12054,2003-11-14,2003,대략 수뉘꿘
12055,2003-11-14,2003,대략 꼴찌 영광 누구 에게
12056,2003-11-15,2003,애인 구함 참한 여자 구해
12057,2003-11-15,2003,성지순례 곳 바로 메카 In the Name of Allah Most Gracious Most Merciful 자비로우시고 지혜 우신 하나님 이름
12058,2003-11-15,2003,언제 읽지 아마 늙어 죽지 않을까
12059,2003-11-15,2003,당신 보면 먼저 가슴 뜁니다 사랑 죠 슬프다 가슴
12060,2003-11-15,2003,여는데 컴 오류 줄 알았다 대략 넘게 걸렸오
12061,2003-11-15,2003,헬쓜뼣 후미 후 도도 꼴지
12062,2003-11-16,2003,Prescott 로딩 압박 엄청나오
12063,2003-11-16,2003,핵교 성지순례 힘드내
12064,2003-11-16,2003,로딩 나를 슬프게 하여도 결코 굴 하지 않고 마지막 찍자 꾸욱
12065,2003-11-16,2003,솔로 부대 솔로 부대 대대 염장 커플 병장 성지순례
12066,2003-11-16,2003,우웩웨웩 날 만리 플로 KBSTV 뉴스 방영 한답니다
12067,2003-11-16,2003,는야 대략 낭패 가문 먹 칠
12068,2003-11-16,2003,인천 사는 도사 으하하하하 드디 도를 되었 오후
12069,2003-11-17,2003,spaceBR 기다리는게 너무 힘들다
12070,2003-11-17,2003,CaeSa 성지순례
12071,2003-11-17,2003,아싸 리 오십 뿐
12072,2003-11-17,2003,유희열 성지순례
12073,2003-11-17,2003,한순간 이라도 마지막 될수 있다면
12074,2003-11-17,2003,딸녀 왔다 가요 요즘 그렇게 날 찾는지 딸
12075,2003-11-17,2003,goody 리플 뜨는데 기다리는것도 힘들지만 쓰고 등록 되는거 기다리는 힘듬 푸하하
12076,2003-11-17,2003,초코파이 초코파이 있어요
12077,2003-11-17,2003,봉숭아 리플 올리면 소원 이뤄진다는 고약한 전설
12078,2003-11-17,2003,제발 이번 로또 일등 당첨 해주셈 괜찮음
12079,2003-11-17,2003,대략 KIN 목 마른 사슴 우물 찾듯이 다녀감
12080,2003-11-18,2003,얏호 드디어 쿠키닷컴 메시지
12081,2003-11-18,2003,기네스북
12082,2003-11-18,2003,흘렁흘렁 리플 보면 시간 족 히 넘겄다
12083,2003-11-18,2003,얼 라리 성지 순례 드뎌 리플 감격 감격 기쁨 담배 모금 ｙ 후
12084,2003-11-19,2003,신 시디 대략햏 졸 대로 쪼차 온다에 올인
12085,2003-11-19,2003,성지순례 시간 뭐 하루 종일 봐야 되오 성지순례
12086,2003-11-19,2003,아직 리플 달리 대단
12087,2003-11-19,2003,현재 시간 오전
12088,2003-11-19,2003,숙이만 쉐 현재 시간 오전
12089,2003-11-19,2003,NAME 학교 스팟
12090,2003-11-19,2003,UNSW UNSW
12091,2003-11-19,2003,Palpatine 수요일
12092,2003-11-19,2003,수요일
12093,2003-11-19,2003,나다
12094,2003-11-19,2003,오호 윈비 셧 pm
12095,2003-11-19,2003,성지 순례 드디어 끝났소 여는데 대략 걸렸소 버럭
12096,2003-11-19,2003,아챠리 성지순례 pm
12097,2003-11-19,2003,대략 수뇌 권
12098,2003-11-19,2003,켁켁 헉 뜨 여는데 거의 컴터 꼬져 업글 하기 못오겄다 인터넷 바꿔야 겄 리플 또 얼마 만에 달리려나
12099,2003-11-19,2003,더기 마지막 리플 그만합시다 현재 오후
12100,2003-11-20,2003,담덕 태어나서 처음 하는 성지순례
12101,2003-11-20,2003,과연 리플 언 려 pc 방
12102,2003-11-20,2003,영혼 도둑 말로 듣던 성지 드뎌 순방 하는구려 여러 햏자 자취 냄새 쎄우리다
12103,2003-11-20,2003,우루 부루 과연 구라쟁이 현재
12104,2003-11-20,2003,으 양 리플 계속 된다 뚜 비 꼰띠 뉴
12105,2003-11-20,2003,째 대학생 취업 안되서 고민 이에요
12106,2003-11-20,2003,빨간 海 서야 성지순례 흐흑 T T 묙 요일
12107,2003-11-20,2003,므흣 컴 고물 이라 들어와서 분간 버벅거리 있으니 심히 낭패 대략 므흣하오 아햏햏
12108,2003-11-20,2003,꽥 꽥
12109,2003-11-20,2003,깨 돌이 로딩 시간 평가 시오 사양 애슬론 DDR 두루넷 세이버
12110,2003-11-21,2003,뇌충 컴퓨터 성능 인정 하지 않는자 들에 게스 꾸 임
12111,2003-11-21,2003,탁녀 오후 현재 페이지 소스 TXT 파일 저장 햇 때 메 한글 저장 하면 쪽
12112,2003-11-21,2003,초류향 내년 리플 백 과로 발간 하시오
12113,2003-11-21,2003,드디어 도달 성지 디씨 성지 뒤 리플 무효 후후후
12114,2003-11-21,2003,헐 왔소 대단하오
12115,2003-11-21,2003,MARA 성지순례
12116,2003-11-21,2003,들개 성지순례 금 저녁 노트북 다운 되는 줄 알았소
12117,2003-11-21,2003,방랑 옳 타 쿠나 메가패스 프리미엄 메모리 대략 업글 하고 나니 딱 분만 성지 당 도일 세 성지 출첵
12118,2003-11-21,2003,성지순례
12119,2003-11-21,2003,뷁 성지 옥타브 스꾸임
12120,2003-11-22,2003,유레카 박종운 왔다 감
12121,2003-11-22,2003,마지막 이야 나머지 리플 달 사람 오이 세 먹고 와라
12122,2003-11-22,2003,복숭아 맥주 잔 하고 자야지
12123,2003-11-22,2003,백 경희 보고싶당
12124,2003-11-22,2003,NeMiz 오늘 잊지 말 평생
12125,2003-11-22,2003,kjk 첨으로 족적 남기다
12126,2003-11-22,2003,ML 원츄
12127,2003-11-23,2003,헛 성지순례 익스플로러 먹통 된줄 알았소 역시 리플 압박
12128,2003-11-23,2003,쌍문동 쌍칼 성지 순례 하는 사람 가만 두지 않겠다 으르렁
12129,2003-11-23,2003,square 리플 압박 대단하오 언제 갈것인지
12130,2003-11-23,2003,펴 엉 생 리플 달리는 기록 수립 될듯
12131,2003-11-23,2003,레몬라임 소문 듣고 왔소 근데 몇번 째 리플 인지 센 사람 있소 혹 있으면 알려주오
12132,2003-11-23,2003,복숭아 부터 시작 된 경매 드디어 무뇌충 께 억 낙찰 되었습니다 축하 드립니다
12133,2003-11-23,2003,bcit 셤때문 죽겠소
12134,2003-11-23,2003,올 라드 귀여니 아씨 토 하겠다
12135,2003-11-24,2003,귀여니 성대 따
12136,2003-11-24,2003,우리 컴퓨터 로는 읽을수가 없어서 피시방 씀
12137,2003-11-24,2003,흠 회수 딸녀 한테 밀렸다 이건 성지 대한 모독
12138,2003-11-24,2003,비만 좀비 업글 하고 남기오 리플 아직 인가 어느 틈 성지 되었구료
12139,2003-11-24,2003,짱구 아빠 울 짱구 태어나기전에 성지순례 했다는 사실 남기고 가오 대략 아이 읽을 때 쯤 되면 성역 확장 되어 있을거라 확신 오만
12140,2003-11-24,2003,지나가는 햏자 아햏햏 고구마 사세요
12141,2003-11-24,2003,이전 에는 기억 없음 한번 천 한번 오늘
12142,2003-11-25,2003,피곤한 텅키 월일 오전  새로운 하루 시작 하며 첫 타
12143,2003-11-25,2003,달지마 성지 내꺼야 리플 달지마
12144,2003-11-25,2003,날쌘 도리 캬캬캬썼당
12145,2003-11-25,2003,리플 귀신 으흐 흐흐 쿠키 칩하나주면 자바 먹 쥐
12146,2003-11-25,2003,먹어 본 젤 만나게 생겼네요 대우 해드립니다 어떠세요
12147,2003-11-26,2003,얼마나 대는지 보자
12148,2003-11-26,2003,migraine 허허 대단하군
12149,2003-11-26,2003,티티 카카 성지 힘들게 왔 정아 사랑 허허
12150,2003-11-26,2003,오늘 표
12151,2003-11-26,2003,몽 비류 학교 땡땡 이치고 성지순례 왔다 감 v
12152,2003-11-26,2003,성진 느 게속 된다 쭉
12153,2003-11-27,2003,앙드레윤 한국인 저력 느껴진다 첫
12154,2003-11-27,2003,무하 윗햏 말씀 심히당하 오
12155,2003-11-27,2003,성지순례 인가 뷁
12156,2003-11-27,2003,성지순례 근데 지는 어떻게 아는거요
12157,2003-11-27,2003,적나특공 성지순례 아아 아아 월일 AM
12158,2003-11-27,2003,꼴등 먹고 싶어 도와줘 사람 애인 없는 쏠 로란 말 흑 흑 꼴등 꼴등
12159,2003-11-27,2003,카이엔 짱아 누나 사랑
12160,2003-11-27,2003,양동
12161,2003-11-27,2003,준성 오랜 한번 왔다 감 올 겨울 많이 온다 무적 솔로 부대 거기 곧 군대 간다
12162,2003-11-27,2003,감독 월일 첨으로 왔다 감 올 겨울 많이 온다네 무적 솔로 부대 디다 월일 군대 간다
12163,2003-11-27,2003,쿠키 컴 리플 에는 역사 튼 성지순례 차 왔습니다
12164,2003-11-27,2003,십자군 왔노라 보았노라 경악 하노라 하느님 맙소사 결국 쿠키 누가 먹었느뇨
12165,2003-11-27,2003,오늘 왔다 감 오후 정각 족적 남기고 가오
12166,2003-11-27,2003,할인 매장 너무 비싸다 샀는 뎅
12167,2003-11-27,2003,상록 년월 성지순례 왔다 감
12168,2003-11-27,2003,대단하오 모두 대단하오 기네스 감이당 월일
12169,2003-11-27,2003,감동
12170,2003-11-27,2003,루피 대략 한강 거지 대화 엿 소 쀍
12171,2003-11-27,2003,대략 KIN
12172,2003-11-27,2003,dk 성지순례 오후
12173,2003-11-28,2003,양갱 몇번 째
12174,2003-11-28,2003,걱정 성지순례 테러 하러 가오
12175,2003-11-28,2003,허허 헉 아직 멀었다 오래 걸리는군
12176,2003-11-28,2003,고민 으으 으 지어 낼 이름 생각나지 않아 그만 할테니 누가 바톤 이어주오
12177,2003-11-28,2003,뭐 이렇게 늦단 가요 디씨 쿠키닷컴 전용 서버 마련
12178,2003-11-28,2003,다루 첨 보는군
12179,2003-11-28,2003,스누피 책 내고 싶소 누구 허락
12180,2003-11-28,2003,jagaimo 기발하다
12181,2003-11-28,2003,단비 윤쟁 바부
12182,2003-11-29,2003,철 드디어 곳 흔적 대략 가문 영광 역사 현장 서있는
12183,2003-11-29,2003,금치산자 성지순례
12184,2003-11-29,2003,꿀 꺄 아아 
12185,2003-11-29,2003,윤식 혜림 사랑
12186,2003-11-29,2003,보랏빛 순례 오후
12187,2003-11-29,2003,xwaxong 왔다
12188,2003-11-29,2003,탐정 햏 주번 째 성지순례 역시 거룩하도다 오후
12189,2003-11-29,2003,억 수장 진실 있는걸 까요 오후
12190,2003-11-30,2003,살의 방황 하는 청춘 남김
12191,2003-11-30,2003,엑시브 햏 성지순례 계속 된다 새벽
12192,2003-11-30,2003,지구 용사 대단하오 컴 다운 되는줄 알았오 역시 장엄하구려 성지순례 왔다 감 년후 오겠소 오전 이한나
12193,2003-11-30,2003,술래 숨박꼭질 니 성지술래 냐 하하 할 없는 놈 따 감
12194,2003-11-30,2003,앗 싸 라비 쿄쿄 쿄 죽이는군요 거의 죽음 이었소 헐헐
12195,2003-11-30,2003,Akansas 쯤 썩었겠지 쿄쿄
12196,2003-11-30,2003,으 짜까 고구마 장사 느므느므 힘 이드 달아서 후우 ｙ
12197,2003-11-30,2003,으 짜까 고구마 장사 되면 씩 받아가셔요 ノ
12198,2003-11-30,2003,휴 귀차니즘 댓글 보기 힘드
12199,2003-12-01,2003,시골 성지순례 하고가오 대단하지안을수가 없지안소
12200,2003-12-01,2003,굳은 심지 쿠키닷컴 먹고 싶어지는 밤
12201,2003-12-01,2003,짤 쑤 일등 보다 꼴뜽 어렵다
12202,2003-12-01,2003,그러나 꼴등
12203,2003-12-01,2003,마지막 리플 진정 마지막 리플 이길 기원 하며
12204,2003-12-01,2003,에드 하드 The Water is Wide
12205,2003-12-01,2003,대장 야말로 꼴뜽 이르다네
12206,2003-12-01,2003,성지 성지 순
12207,2003-12-01,2003,소이 비도 술김 구경 왔수 좋은 물건 나왔다길래 근데 별로 엥
12208,2003-12-01,2003,왔 다가오 스크롤 압박 컴터 마비 될지 경이오 컴퓨털 살려야 하오 터질 껏 같 소아
12209,2003-12-01,2003,파병 반대 띄우는데 조금 넘게 걸리네요 허허
12210,2003-12-01,2003,이시형
12211,2003-12-02,2003,레인 햏자 넘는구려
12212,2003-12-02,2003,햏햏 성지순례 왔다오 년월 일시
12213,2003-12-02,2003,티티 카카 놈 성지순례 허허 정아 사랑 일시
12214,2003-12-02,2003,초등 울 아빠 리플 는걸 보시 리플 모든 라며 한번 들려 리플 달아야 된다고 해서 왔서요 커서 애 생기 아빠 처럼 애 에게 성지 순례 시켜야지
12215,2003-12-02,2003,현시 대의 하드웨어 성지 순례 압박 견디지 하고 로딩 압박 진정한 성지
12216,2003-12-02,2003,말보로 맨 그만하면 안되겠소
12217,2003-12-02,2003,SJ 죄송하지만 안되겠소 화요일
12218,2003-12-02,2003,나도와 소문 듣고 왔는데 굉장하군요
12219,2003-12-02,2003,포피 새 놋북 테스트
12220,2003-12-02,2003,장똘뱅 밑 리플 햏 부지런하오
12221,2003-12-02,2003,호롷햏 캬
12222,2003-12-02,2003,컴퓨터 좇않는데 빨리 뜨네 훗
12223,2003-12-02,2003,역시 대단하구려 과연 붙을것인가
12224,2003-12-02,2003,오랜 기념 왔다가는구려
12225,2003-12-02,2003,새로 구입 중고 놋북 테스트 쩝 결과 영 실망 반품 요청
12226,2003-12-02,2003,무명씨 보니 대단한 곳이옿 읽지 하고 모래시계 실컷 보다가 가옿 대략 쿠키닷컴 저주
12227,2003-12-02,2003,쀍쀍 쀍쀍쀍쀍쀍쀍쀍쀍 
12228,2003-12-03,2003,어허 대단하오 곳 대략 성지인 듯 오
12229,2003-12-03,2003,허허 리플쌔우 따운 됏 소 대략 쿠키닷컴 저주
12230,2003-12-03,2003,햏자 성지순례 오전
12231,2003-12-03,2003,방법 대략 년전 처음 본 후 에야 리플 쌔 우는구려 감회 새롭소
12232,2003-12-03,2003,아싸 차마 그냥 갈 없어서 남기오 디씨 성지 순례 하니 햏력 증진 되는 같소
12233,2003-12-03,2003,시뷁 시뷁
12234,2003-12-03,2003,헉 스 아직 올라오다 흐흐 이미 니놈 DDR 패턴 알아냈다 탁 찍
12235,2003-12-03,2003,기도 하고 가오 때 까진 꼴지 야호
12236,2003-12-03,2003,흐 어제 날짜 샀슴다 주인 깔끔하게 사용 하셨더군 만족
12237,2003-12-04,2003,리플 그만 다시오 참고 소햏 xxx 번째 리플 앞 숫자 까먹었소 로딩 시간 동안
12238,2003-12-04,2003,나글 빠 성지순례 오전 ps햏녀 사랑 오
12239,2003-12-04,2003,수능 수능 성적표 받고 쎄우 오위 찾아보면 수능 성적표 리플 쎄 웠 다오 허허 만에 다시오니 감회 개롭 구려 허허
12240,2003-12-04,2003,헉 뭐
12241,2003-12-04,2003,오늘 단다 다른 사람 달말 라고 했잖아 버럭 버럭
12242,2003-12-04,2003,순례 아직 끝나지 않았구려
12243,2003-12-04,2003,상록수 역시 이런 오면 발자국 정도
12244,2003-12-04,2003,조영철 기념 리플 달다
12245,2003-12-04,2003,성지순례 만인 듯 합니다
12246,2003-12-04,2003,감귤 햏 대략 걸린듯 햏햏
12247,2003-12-04,2003,낑깡 햏 절취 선
12248,2003-12-04,2003,절취 선이라면 자르는 부분 있어야 하지 않소 부터는 자르는 부분
12249,2003-12-04,2003,힘들다 지난 올린 리플 찾느라 눈알 빠지는줄 알았 쏘
12250,2003-12-05,2003,유식 대장 이글 만을 공간 만들어라
12251,2003-12-05,2003,쿠키닷컴 부도 났다오
12252,2003-12-05,2003,문희준 쿠키 컴 옥타브 비결 붸웨에에엑
12253,2003-12-05,2003,대성 학원 올 해안 만을 보긴 힘들겠구려
12254,2003-12-05,2003,우하하 성지순례 왔소 헤헤
12255,2003-12-05,2003,냥 역시 순례 자의 몫 인가
12256,2003-12-05,2003,사고싶 소만 아직 그거 파는지 물어보고 싶소 산지 개월 되었나요 그 정도 시오
12257,2003-12-05,2003,봤다오 성지순례 왔다오 동생 보고 놀 라오 저녁
12258,2003-12-05,2003,유저 용량 얼마나 돼요 케이스 포함 된 가격 인가
12259,2003-12-06,2003,타케시 슬아 사랑 한다
12260,2003-12-06,2003,음음 모든 시작 되었다
12261,2003-12-06,2003,지 너 피시 졸라 빠르오
12262,2003-12-06,2003,지 너 리플 다는데 채 초가 걸리는구려
12263,2003-12-06,2003,지 너 혼자 연속 리플 쌔워 보겠소
12264,2003-12-06,2003,지 너 진아 사랑
12265,2003-12-06,2003,위엣분 도배 하지마 시오 성지 무슨 추태욧
12266,2003-12-06,2003,도배 별로 하고 이런 리플 쎄웠다 니
12267,2003-12-06,2003,숨어다니기 말 로는 많이 들었 소만 드디어 하드웨어 압박 이겨내고 존중 하는 마음 경배 드리러 와서 쎄우오 기네스 감이오 PM
12268,2003-12-06,2003,쀍쀍 일시
12269,2003-12-07,2003,성지 도배 하면 좆치 안타
12270,2003-12-07,2003,이름 없음 얼마 안남았다 리플 계속 되어야 한다
12271,2003-12-07,2003,허허 단타 리플 연속
12272,2003-12-07,2003,한번 역사 산 증인
12273,2003-12-07,2003,YST
12274,2003-12-07,2003,타 무섭소 잌스플로러 다운 쎄워 버렸소
12275,2003-12-07,2003,신도현 총력 신청 햇 는데 언 오냐 신 때매 짜증난다 차라리 수능 공부 하고싶은데
12276,2003-12-07,2003,발자취 남기자 우하하
12277,2003-12-07,2003,장의사 근데 도대체 팔린 팔린거요 이라도 살 있소
12278,2003-12-08,2003,왜날뷁 으 하하 샀 쏘 맛있 꾸 료
12279,2003-12-08,2003,첫 오오 내년 이맘때 첫 사랑 하는 사람과 같이 맞게 되길 빌 뿐이오
12280,2003-12-08,2003,구라 즐 물건 난데 산 사람 리도 많 단말 버럭
12281,2003-12-08,2003,duskafl 여긴 아직 첫 오지 않았소 버럭
12282,2003-12-08,2003,감자 날러 저걸 사기 위해 아직 감자 나르오
12283,2003-12-08,2003,원추 맴 답답 허다
12284,2003-12-08,2003,중딩 햏 성지 무슨 도배 내일 시험 인데 시험 쳤으면 좋겟소 성지 빌고 가오
12285,2003-12-08,2003,센 인내 해야 말 을해 답답한 마음 남 창 내고 싶소
12286,2003-12-08,2003,계속 리플 가는구 언제 갈까 리플 이여 영원하라
