,닉네임,댓글,날짜
538,ㅇㅇ(210.117),씨발새끼 데뷔해라  - dc App,2017.06.10 19:02:06
539,리테넌트 ,잘 보고 갑니다 ㅠㅠ 작가님의 스폰지밥에 대한 애정이 드러나네요  - dc App,2017.06.10 19:08:38
540,ㅇㅇ ,,2017.06.10 19:19:03
541,최치원 ,스폰지밥 성덕,2017.06.10 19:23:11
542,ㅇㅇ(110.70),이거 번역해서 레딧에 올리죠 작가님,2017.06.10 19:24:25
543,ㅇㅇ(182.31),와 시발 1화씩만 올렸으면 힛갤곤볼 30개 먹었겠다,2017.06.10 19:36:13
544,루나틱 ,ㄹㅇ 이건 해외로 가라 개 쩐다 진짜,2017.06.10 19:50:51
545,지구고양이 ,이런씨발 띵작이지만 다음화볼때마다 ㄴ돌아와서 페이지 내려야하냐?  - dc App,2017.06.10 19:51:33
546,ㅇㅇ(223.33),1편 보자마자 완결까지 다봤다 눈물 날 뻔  - dc App,2017.06.10 19:54:23
547,뮤스(182.216),갓-띵작,2017.06.10 20:08:52
548,ㅁㄴㄹ(116.122),너무 완벽한 결말이 울부짖게만드네,2017.06.10 20:19:14
549,퓬퓬차라창 ,간만에 힛갤스러운 띵작이노,2017.06.10 20:25:01
550,ㅇㅇ(175.120),레딧가자,2017.06.10 20:30:14
551,ㅇㅇ(222.99),충성 충성 충성!,2017.06.10 20:49:36
552,jackass ,ㄹㅇ....미쳤다......,2017.06.10 21:06:25
553,ㅁㄹㅂ(118.33),ㅡ  - dc App,2017.06.10 21:10:50
554,완전한강림자 ,ㅅㅂ미쳐,2017.06.10 21:18:54
555,킨다 ,와 몰입감 쩐다 진짜로,2017.06.10 21:21:38
556,ㅇㅇ(1.227),월요일 전공시험인데 씨발 ㅠㅠ 본게 후회안된다 갓띵작 고맙다,2017.06.10 21:28:00
557,ᅚᅚ ,,2017.06.10 21:35:38
558,ᅚᅚ ,,2017.06.10 21:35:45
559,격기 ,이바힛,2017.06.10 21:36:47
560,격기 ,이게 바로 힛갤이다,2017.06.10 21:36:53
561,모나미MONAMI ,개추 1000개 ㅎㄷㄷ,2017.06.10 21:39:25
562,ㅇㅇ ,와,2017.06.10 21:49:50
563,ㅁㄴㅇㄹ(59.6),이거슨 갓망가,2017.06.10 22:09:09
564,ㅁㄴㅇㄹ(59.6),뭐 말할필요도 없지만 넌 천채 만화가임,2017.06.10 22:09:52
565,ㅇㅇ(58.143),인어맨은 뒤져서 안나오는거겠지?,2017.06.10 22:36:12
566,깡창이구나? ,캬 시발 존나 재밌게봤다,2017.06.10 22:38:46
567,■x(121.176),와 존나 재밌다,2017.06.10 22:38:54
568,Froggy ,ㄹㅇ 바로 정주행함,2017.06.10 22:39:16
569,3성의6번타자승엽 ,와 진짜 내가 본 카연갤 최고의 만화가는 바로 너야.......  - dc official App,2017.06.10 22:40:30
570,고올든댕댕 ,충성충성충성 다봤습니다 ㄹㅇ루다가 씨발핵핵꿀잼  - dc App,2017.06.10 22:41:54
571,더블트루 ,와... 갓띵작이다 진짜,2017.06.10 22:44:05
572,어어알(121.152),이거 혹시 내가 번역해서 레딧에 올려도 될까요???,2017.06.10 22:50:52
573,M3LO ,오진다 충성충성 ^^7  - 눼 맞어요~,2017.06.10 22:52:46
574,닷지 ,,2017.06.10 23:06:30
575,dd(119.202),누가 번역해서 해외 사이트에 올려봐라,2017.06.10 23:06:34
576,이순신마법(222.119),엌ㅋ디시에도 연재하네,2017.06.10 23:07:35
577,후부키짱 ,,2017.06.10 23:08:07
578,창킹창킹 ,개오지네 ㅅㅂ;;,2017.06.10 23:12:28
579,밀가스트 ,띵띵작 ㅇㅈ합니다,2017.06.10 23:27:31
580,백합 ,,2017.06.10 23:31:20
581,ㅇㅇ(175.223),시발시발 ㅠㅠ,2017.06.10 23:33:01
582,ㅇㅇ(175.223),세상에 악플 하나도없는것좀봐라 디시대통합을 이뤄냈네 ㅁㅊㄷ,2017.06.10 23:34:33
583,기무띠(114.205),와 개재밌다,2017.06.10 23:36:31
584,ㅇㅇ ,광광울면서 개추누른다 씹개갓 띵작,2017.06.10 23:37:11
585,ㅇㅇ(175.223),병신같은 웹툰그리는 웹툰작가들 다 와서 보고 반성하고가라,2017.06.10 23:37:25
586,Artrain00 ,잘만들었다ㅠㅡㅠㅠ,2017.06.10 23:39:52
587,수-퍼_갤럭시 ,시발 존나 잘만들었어... 정주행 다했다...  - dc App,2017.06.10 23:45:45
588,jeonjs1 ,40,2017.06.10 23:48:28
589,ㅇㅇ(110.9),충성충성충송충성충선  - dc App,2017.06.10 23:50:26
590,ㅇㅇ(118.35),와 악플이 하나도 없네 ㅋㅋㅋㅋㅋ,2017.06.10 23:51:30
591,ㅇㅇ(124.60),이것은... 세계가 알아야 하는...명작....  - dc App,2017.06.10 23:57:20
592,히로리아 ,보면서 소름이 몇번이 들었는지 모르겠다이런 만화 만들어줘서 정말 고맙고정말 스폰지밥다운 엔딩이다2차 창작이 이렇게까지 나올 수 있다는걸 알았다이게 힛갤이고 카연갤이지,2017.06.10 23:57:28
593,피자 ,아혜13,2017.06.10 23:59:26
594,ㅇㅇ(124.60),이거 영상물로 만들면 대박날텐데  - dc App,2017.06.11 00:01:26
595,ㅇㅇ(58.140),씹띵작 ㅇㅈ한다 ....,2017.06.11 00:05:17
596,ㅇㅇ(58.140),"전사이트 다돌면서 포켓몬 반란 보고... 한번 울부짖었는데, 이거 보고도 한 번 더 울부짖게되었다",2017.06.11 00:05:36
597,ㄴㅅㄷ ,재밌게 잘봤다. 그래도 아롱이가 왜 몸상했는지까지 스토리 있엇음 좋았을걸 하는 아쉬움이 드네,2017.06.11 00:11:41
598,게살 ,와 마지막까지 다 밧어요 멋있어여ㅜㅜ,2017.06.11 00:20:27
599,ㅇㅇ(222.96),캬..진짜 단어 그대로 띵작이다 1시간 30분 순삭 당했는데 시간이 안 아까움. 끝에는 아까워서 아껴서 볼 정도임;;,2017.06.11 00:25:40
400,피자 ,,2017.06.11 00:27:35
401,자어 ,개쩜 ㅠㅡㅠ,2017.06.11 00:27:54
402,db(222.116),추천 1111 만들었다  - dc App,2017.06.11 00:30:45
403,폐이 ,이건 역사가 높이 평가한다.  - dc App,2017.06.11 00:35:47
404,라보츠킨 ,,2017.06.11 00:45:09
405,orca. ,씨발 지렸다,2017.06.11 00:54:29
406,ㅇㅇ(58.79),,2017.06.11 00:54:36
407,부산북구 ,걔씹띵작이다진짜 씨이팔 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,2017.06.11 01:03:01
408,'ㅅ'ㅡ(223.33),스폰지밥 작가 진짜 루게릭이냐?ㅜ,2017.06.11 01:03:40
409,산군타이거즈 ,작가쉐리 내몸을 조교했어 시발...  - dc App,2017.06.11 01:04:11
410,산군타이거즈 ,단행본 내는순간 산다 시발  - dc App,2017.06.11 01:04:40
411,'ㅅ'ㅡ(223.33),인어맨 조개소년 시무룩,2017.06.11 01:05:43
412,ㅇㅇ(121.124),갓만화로 디시 대통합ㅋㅋㅋㅋㅋㅋ,2017.06.11 01:12:11
413,ㅇㅇ(118.36),이자는 카연갤의 보배인데수,2017.06.11 01:17:08
414,dd(111.91),오져따리 조져따,2017.06.11 01:23:50
415,dd(111.91),우주명작 ㅇㅈ한다,2017.06.11 01:23:54
416,dd(111.91),개추개추,2017.06.11 01:23:57
417,ㅇㅇ(49.167),개미쳤다 ㅅㅂ 순식간에 정주행했다,2017.06.11 01:25:11
418,ㅇㅇ(118.218),시발 이거때문에 스폰지밥 애니볼때 집중이 안됨 ㅋㅋㅋㅋ,2017.06.11 01:27:15
419,죽창 ,이바힛,2017.06.11 01:27:44
420,기무띠(114.205),책내주세요 제가 다 살께요 ㅠㅠ,2017.06.11 01:34:02
421,da(121.182),이건 진짜 힛갤; 우럭따,2017.06.11 01:34:07
422,사타니키아 ,진짜 내가 카연갤에서 본거중에 제일 개씹띵작이다,2017.06.11 01:35:47
423,사타니키아 ,충성충성충섯,2017.06.11 01:35:52
424,ㅇㅇ(180.64),진지하게 이거 해외로 못보내냐,2017.06.11 01:36:01
425,사타니키아 ,진짜 그자리에서 끝까지 바로다봄,2017.06.11 01:36:32
426,사타니키아 ,이역높,2017.06.11 01:39:15
427,ㅁ(220.122),이것은 역사가 높게 평가,2017.06.11 01:55:26
428,ㅇㅇ(117.111),진짜 용두사미 작품이 너무 많은데 용으로 시작해서 용으로 끝났다 작가 역량중 하나가 엔딩을 제대로 낼수있는가? 인데 너무 최고임,2017.06.11 01:57:07
429,하이드리히 ,힛갤에서 개추 처음눌러봅니다 띵작충성충성,2017.06.11 02:09:03
430,쿨데레 ,진짜 재밌게 잘봤다 고맙다 이런거 그려줘서  - 헠,2017.06.11 02:23:28
431,샨테 ,,2017.06.11 02:25:50
432,샨테 ,,2017.06.11 02:25:54
433,샨테 ,,2017.06.11 02:25:59
434,ㅇㅇ(218.235),다음날 전공시험이었지만 이거 정주행달리는 한시간이 전혀 아깝지않았다...,2017.06.11 02:27:23
435,ㅇㅇ(218.235),이건 ㄹㅇ 번역해서 감독님에게 보여줘야한다;,2017.06.11 02:34:03
436,Thirdcolor ,사랑해 임마  - dc App,2017.06.11 02:34:57
437,theking ,진짜 이사람 천재인듯 생각하는것부터 그림솜씨까지  - dc App,2017.06.11 02:41:28
438,가브리이이일 ,,2017.06.11 03:20:40
439,dd(125.189),농담 안하고 카연갤 작품중에서 원탑이다 너가,2017.06.11 03:24:05
440,ㅇㅇ(121.175),ㄹㅇ 미쳣다 너무 잘만들었다  - dc App,2017.06.11 03:25:29
441,냥냥 ,퍄퍄 소문듣고 찾아옴 개띵작이네 안 쉬고 바로 정주행함,2017.06.11 03:50:02
442,ㅇㅇ(49.166),우럿다 시발ㅠㅠ,2017.06.11 04:09:35
443,ㅇㅇ ,이게힛이지  - dc App,2017.06.11 04:21:45
444,ㅇㅇ(1.253),시발련아 왜 데뷔 안하냐,2017.06.11 04:32:33
445,ㅇㅇ(211.177),ㅎ  - dc App,2017.06.11 04:32:55
446,ㅇㅇ(106.252),우주명작이다 시발,2017.06.11 05:11:20
447,S.d ,시켜줘야하지 쒸불,2017.06.11 06:02:34
448,키상키상키상 ,와 진짜 개십명작이다 개좋아용,2017.06.11 06:08:00
449,야언좆(211.46),"기존 스폰지밥은 죽고, 새로운 스폰지밥이 탄생한 거임??",2017.06.11 06:38:55
450,ㅇㅇ(110.70),이거 ㄹㅇ 번역해서 해외수출해도 되겟다ㄷㄷ,2017.06.11 06:43:17
451,ㅇㅇ(110.70),ㄴㅅㄷ/만화 제대로 안봤네 의사가 설명하는 장면 나오는데,2017.06.11 06:45:26
452,@골뱅이@(211.208),진짜 말 그대로 이것은 역사가 높게 평가,2017.06.11 07:18:46
453,달재인 ,우럮따,2017.06.11 08:23:34
454,ㅇㅇ(183.96),우럭다ㅠㅠㅠㅠㅜ  - dc App,2017.06.11 08:57:57
455,182.227. ,,2017.06.11 09:17:52
456,블랙넴 ,이거 때매 지나가다 스폰지밥 짤 봐도 이 만화 생각남 ㅋㅋㅋㅋㅋㅋㅋ,2017.06.11 09:25:03
457,ㅇㅇ(114.204),결말로 손색이 없다  - dc App,2017.06.11 09:28:31
458,ㅋㅌㅋㅁ ,역사가 높게 평가 ㅇㅈ,2017.06.11 09:41:14
459,•(191.96),느금마 창자쏟고 Party time,2017.06.11 09:55:43
460,제국용기병 ,진짜잘봤습니다,2017.06.11 10:03:02
461,부산북구유명가수(39.113),진짜 울었다 어이- 집게사장 보고있나???,2017.06.11 10:08:31
462,ㅇㅇ(59.14),스폰지밥 보고자란 세대는 좋아할수밖에 결말까지 완벽,2017.06.11 10:20:04
463,ㅇㅇ(116.46),누가 레딧이나 4gag이런데다 번역해서 퍼가라  - dc App,2017.06.11 10:21:32
464,꼭덧널것 ,와 게시글 조회수 오지네 또 유입 오지겠구만,2017.06.11 10:24:18
465,꼭덧널것 ,크 잘봤다 순디 옛날에 웃대에서 보고 살아있는지도 몰랐네,2017.06.11 10:26:39
466,ㅇㅇ(180.182),스폰지밥 오타쿠 인정합니데이. 진짜 스폰지밥 잘아네 와우.,2017.06.11 11:15:00
467,인천사는김씨 ,,2017.06.11 11:19:48
468,ㅁㄴㅇ(222.104),완벽,2017.06.11 11:20:41
469,새틀라이트 ,인생만화다.... 작가님 싸랑해요,2017.06.11 12:26:03
470,렝지(119.198),시발 미쳤다......,2017.06.11 12:28:31
471,ㅇㅇ(116.39),미친새끼들 댓글천개되가는데 욕하나없는거보소 ㅋㅋㅋㅋㅋㅋ 작가 씨발 사랑해 넌 진짜 조만간데뷔할꺼같다,2017.06.11 12:30:24
472,ㅇㅇ(125.137),ㅣㅣ  - dc App,2017.06.11 12:31:43
473,ㅇㅇ(125.184),씹띵작 ㅇㅈ..,2017.06.11 12:38:17
474,00(121.181),이것은 역사가 높게평가 콘,2017.06.11 12:39:23
475,ㅅㅁㅇㄱ(119.64),ㅓㅗ  - dc App,2017.06.11 12:43:35
476,ㅇㅇ(211.213),와 이 프로불편러 디시새끼들이 악플하나 없다니 ㄹㅇ 씹갓갓 역사띵작이다 ...,2017.06.11 12:45:23
477,ㅇㅇ(123.254),미쳤다 진짜...  - dc App,2017.06.11 12:51:23
478,ㅇㅇ(125.185),진짜 조오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오온나 재밌다 진짜,2017.06.11 13:11:33
479,ㅇㅇ(223.62),진짜 명작이다.. 스잘알,2017.06.11 13:11:42
480,얼찌푸머박 ,3,2017.06.11 13:28:26
481,얼찌푸머박 ,69,2017.06.11 13:28:55
482,나는노루다 ,이거슨 역사가 높게평가,2017.06.11 13:36:37
483,더미_ ,존나 잘만들었네 질질짰다  - dc App,2017.06.11 13:36:48
484,ㅇㅇ(121.182),지렸다,2017.06.11 13:51:47
485,진취 ,ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,2017.06.11 13:53:41
486,ㅇㅇ(58.234),갸아아악 띵작,2017.06.11 14:19:52
487,여기가어디죠(116.123),오 하루만에 개추 500개 더 올랐네  - dc App,2017.06.11 14:22:40
488,윽엑(39.7),.  - dc App,2017.06.11 14:25:46
489,녹루루 ,진짜 울었다  - dc App,2017.06.11 14:37:47
490,리위아 ,결말 지렷다,2017.06.11 14:59:12
491,기록 ,5,2017.06.11 15:02:35
492,ㅁㄴㅇ(121.183),결말까지 완벽 ..,2017.06.11 15:03:54
493,ㅇㅇ(39.121),띵띵띵띵띵작 ㅇㅈ? ㅇㅇㅈ,2017.06.11 15:09:05
494,후에에 ,네이버드 레진이든 작가님 안모시고 모하냐  - dc App,2017.06.11 15:13:00
495,ㅇㅇ(175.115),유입존나많겠네 씹ㅌㅋㅋㅋ  - dc App,2017.06.11 15:13:52
496,ㅇㅇ(1.220),우럭따 이기야ㅠㅠ,2017.06.11 15:44:26
497,ㅇㅇ(110.70),제발 누가 번역해서 갖다바쳐라,2017.06.11 16:08:05
498,구에이스(113.131),작가야 빨리 만화그려라,2017.06.11 16:13:45
499,ㅇㅇ(211.108),이것은..역사가 높게 평가..  - dc App,2017.06.11 16:15:26
300,S+1234567 ,09,2017.06.11 16:20:42
301,ㅇㅇ(221.167),킹람이ㅠㅠㅠㅠㅜ다람아ㅜㅜㅠ,2017.06.11 16:28:08
302,ㅇㅇ(223.62),이왜힛x 이게힛o,2017.06.11 16:50:34
303,Tiffin ,이게힛,2017.06.11 17:04:54
304,ㅇㅇ ,씹도랐다....와 진짜존나씹띵장내놨네 ㅁㅊ,2017.06.11 17:05:51
305,ㄴㄱㄱ ,울엇다 8ㅅ8  - dc App,2017.06.11 17:13:13
306,00(210.210),역시 디씨는 재능낭비하는 새퀴들이 널렸어...,2017.06.11 17:15:00
307,Embrio ,이건 진짜로 역사가 높이 평가,2017.06.11 17:30:21
308,킹크림슨 ,시발 결말보고 동서남북 울부짖음 이만한 띵작이 없다 ㄷㄷ,2017.06.11 17:31:59
309,ㅇㅇ(203.226),그림작가말고 스작으로 가거라,2017.06.11 17:34:36
310,kcail ,ㄹㅇ 개띵작 사랑한다 순디야,2017.06.11 17:36:26
311,치완성 ,,2017.06.11 17:37:51
312,도맛도마도 ,,2017.06.11 18:05:23
313,Hauhau ,이것은 역사가 높게 평가  - dc App,2017.06.11 18:30:12
314,ㅇㅇ(182.221),퀄보소 ㄷㄷ,2017.06.11 18:40:18
315,12(210.99),병신알바새끼 이번엔 ㅇㅈ한다,2017.06.11 18:45:48
316,틀딱갓 ,네이버 웹툰 작가들 좀 다 잘랐으면  - dc App,2017.06.11 18:50:36
317,Terapomaseu ,ㅋㅋㅋㅋㅋ,2017.06.11 19:01:16
318,앜린이 ,진짜 잘알이다,2017.06.11 19:06:38
319,Bk(110.12),ㅂ  - dc App,2017.06.11 19:31:11
320,혼밥찐따 ,존나  씹띵작 ㅇㅈ합니다  - dc App,2017.06.11 19:35:52
321,혼밥찐따 ,닉 기억하겠슴  - dc App,2017.06.11 19:36:24
322,디시콘성애자 ,,2017.06.11 19:37:34
323,허어(222.236),이것은 역사가 높게 평가,2017.06.11 19:46:58
324,ㅁㅅㅁ ,애들아 내가 빡대가리라 그런데 결말이 꿈이엇던거냐? 설띵좀,2017.06.11 19:53:47
325,모월아아프지마 ,우와....,2017.06.11 19:59:45
326,블프 ,,2017.06.11 19:59:48
327,ㅇㅇ(121.156),세줄요약해주셍요,2017.06.11 20:04:48
328,ㅇㅇ(119.193),갓 만화 ㄹㅇㄹㅇㄹㅇ,2017.06.11 20:26:36
329,스탄바브린카 ,노벨상감이다  - dc App,2017.06.11 20:28:33
330,KKM ,,2017.06.11 20:31:35
331,KKM ,,2017.06.11 20:31:38
332,7등급200일 ,존 잼   - dc App,2017.06.11 20:42:55
333,ㅇㅇ(1.241),와 디시에 댓글 안쓴지 한참 됐는데 이건 댓글을 안 쓸 수가 없네. 근래 본 만화들 중에선 정말 최고인거 같다. 어릴때 스폰지밥 보던거 생각나서 한참 울었다... 파란해파리..ㅅㅂ...ㅠㅠㅠㅠㅠ,2017.06.11 20:58:55
334,ㅇㅇ(124.80),우럭다ㅜㅜ,2017.06.11 21:07:53
335,ㅇㅇ(175.223),정주행하고 진짜 울부짖었다 ㅠㅠㅠㅠㅠㅠ  - dc App,2017.06.11 21:13:25
336,폴룩스 ,또보게된다 ㄹㅇ륵다가,2017.06.11 21:16:53
337,폴룩스 ,아09,2017.06.11 21:17:03
338,ㅇㅇ(119.82),개노잼인데  - dc App,2017.06.11 21:50:33
339,달벌레 ,91,2017.06.11 22:03:02
340,창킹창킹 ,단행본나오면 ㄹㅇ삼 근데 원작패러디라 안될듯ㅋ,2017.06.11 22:04:34
341,ㅇㅇ ,,2017.06.11 22:07:45
342,ㅇㅇ(114.205),레딧에 올리자 진짜  - dc App,2017.06.11 22:17:34
343,ㅇㅇ(61.47),광광 우럭따ㅠㅠㅠ,2017.06.11 22:18:38
344,지은이가지은집(175.213),사랑해  - dc App,2017.06.11 22:19:18
345,돌무너 ,실화냐 와 시발 ㅆㅅㅌㅊ  - dc App,2017.06.11 22:22:33
346,옌테 ,,2017.06.11 22:29:40
347,옌테 ,,2017.06.11 22:29:46
348,옌테 ,,2017.06.11 22:29:52
349,유@:ll ,이것은 역사가 존나 시발 개높게 평가,2017.06.11 22:43:38
350,쓰레기통 ,,2017.06.11 22:56:04
351,dd(175.121),힛갤에서 본 만화중 퀄리티포함 톱쓰리안에 든다,2017.06.11 23:04:14
352,Rothr ,이것은 역사가 높게 평가,2017.06.11 23:08:07
353,힠이 ,잼따,2017.06.11 23:13:45
354,완전평범 ,ㅅ  - dc App,2017.06.11 23:17:15
355,벌집핏자 ,퍄퍄퍄퍄퍄퍄퍄ㅑ퍄퍄퍄퍄퍄퍄퍄퍄 기다렸다. sd형 드디어 완결이구나. 뒷북이긴하지만 ㅊㅋㅊㅋ  - dc App,2017.06.11 23:17:53
356,벌집핏자 ,개추  - dc App,2017.06.11 23:18:11
357,ㅇ(39.7),노벨상응 무엇? 바로 이것,2017.06.11 23:26:57
358,ㅇㅇ(125.189),만화보면서 눈물이 났던 적은 오랜만이었다,2017.06.11 23:30:08
359,ㅇ°ㅇ ,와 씨발 세상에;; 스폰지밥 옛날에 할게없어서 tv만 보던 시절에 존나 즐겨봐서 알건 다아는데 이건 와... 정말 가슴에 재대로 박혔다... 뚱이 총맞고 뒤질때 박힌 충격이 아직도 가시질않어... 갓갓씹띵작 인정한다ㅠㅠ  - dc App,2017.06.11 23:31:01
360,ㅇ°ㅇ ,,2017.06.11 23:31:14
361,ㅎㅇ(223.62),진짜 재밌게 봤음 ㄷㄷㄷ 이런 녀석들이 카연갤서 연재하고 있고 작가같지도 않는 븅신들이 돈받고 네이버 다음에 연재를 하고 있으니,2017.06.11 23:35:22
362,L1ch ,만화가 해라 그냥.. 앵간한 좆툰 작가보다 훨씬.낫다  - dc App,2017.06.11 23:38:39
363,사랑둥이♡ ,엥? 이거 아직 네이버 안갔네?  - dc App,2017.06.11 23:42:29
364,ㅇㅇ(1.228),ㅇ  - dc App,2017.06.11 23:52:03
365,ㅇㅇ(211.36),우럭따,2017.06.11 23:54:34
366,187.423.*.* ,역사에 길이 남을 역대급 명작,2017.06.11 23:57:43
367,ㄴㄴㅇ(49.142),이거슨 역사가 높게 평가..,2017.06.12 00:07:09
368,L1ch ,와 시발 25화 보는데 우연히 티비에서 네슨 도르마 깔려서 울면서 봤다... 지린다 진짜  - dc App,2017.06.12 00:08:39
369,asdf(211.178),스펀지밥 가지고 느와르물을 만들어버리네 근데 진짜 재밌게 봤다 결말까지 진짜 묵직하게 잘 만듬,2017.06.12 00:09:57
370,ㅁㅁㅁ(115.139),노벨문학상 감이다,2017.06.12 00:27:23
371,시마다장인임 ,이건 진짜 개좆씹재떨이^^ㅣ~발 띵작  - 키183임,2017.06.12 00:28:52
372,ㅇㄴㅇㅁ(125.138),미친새끼야 단행본내주면 살게 ㅎㅎ 디시걸작선 ㅇㅈ한다.,2017.06.12 00:31:05
373,GUEST_N3 ,이거 책내면 진짜 산다 진짜...2번봐도 띵작이노  - dc App,2017.06.12 00:32:53
374,ㅇㅇ(1.236),차차차~,2017.06.12 00:51:07
375,ArendelleArt.. ,진짜 스폰지밥 어지간히 좋아하는게 아니고선 이런거 못그릴텐데...너무 좋다...수고했어.,2017.06.12 00:58:26
376,ㅁㄱㅌㅊ(1.238),ㄱㅆㅅㅌㅊ,2017.06.12 00:59:52
377,ㅇㅇ(211.108),제발 에필로그를 만들어줘 엉엉  - dc App,2017.06.12 01:00:04
378,ㅇㅇ(14.48),잘봤다  - dc App,2017.06.12 01:32:13
379,ㅇㅇㅇ(218.49),작가님 예전에 어디다가 펜으로 그린거 그리지 않았나요..?막 진주가 입양아고아무튼 진짜 절봤습니다ㅠㅠㅠㅠㅠㅠㅠㅠㅠ시즌3이전의 에피소드 패러디ㅠㅠㅠㅠㅠㅠ진짜ㅠㅠㅠㅠㅠㅠㅠ충셩충셩충성ㅜㅜㅜㅜㅜㅜ,2017.06.12 02:36:07
380,스펙트럼 ,추억에 자극적인소재에 클리셰 잘스까서 재밌게 잘조합했네 이런애들은 뭘그려도 재밌게그릴수있을것같음  - dc App,2017.06.12 02:37:24
381,ㅇㅇㅇㅇ(218.49),ㅍ씨팔ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ예전 에피소드 하나하나 다 꺼내서 마음 흔드냐 ㅠㅠㅠㅠㅠㅠㅠ시파아류ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,2017.06.12 02:38:57
382,ㅇㅇ(116.34),남들 다 칭찬하면 꼭 한명씩 튀어나오는 심술쟁이조차 안보이는 갓-띵작,2017.06.12 02:52:24
383,ad1p1 ,슬픔,2017.06.12 02:54:51
384,ad1p1 ,광광,2017.06.12 02:54:55
385,ㅇㅇ(118.43),야 이건 ㄹㅇ띵작이네,2017.06.12 02:58:08
386,ㅇㅇ(183.106),진짜 이거 번역해서 레딧에 올리자 반응 대박친다 진짜 장담한다.... 아 이거 진짜 옛날 스폰지밥 명작편들이랑 쇼생크 탈출이랑 브이 포 벤데타 보고 싶게 만드네ㅠㅠ,2017.06.12 03:00:58
387,히로히로 ,마지막에 정말 감동적이였다 고마워 잘봤어 요번에 힐렌버그가 다시 맡은 스폰지밥은 정말 재밌으니까! ㄱ,2017.06.12 03:01:17
388,ㅇㅇ(116.34),듬성듬성 볼때는 그냥 띵작이라고만 생각했는데 한번 정주행하고 보니까 눈물이 막 난다...ㅠㅠ,2017.06.12 03:02:34
389,Pointless ,와 미친 고증 개오지네 맞춤법만 좀 신경써라  - dc App,2017.06.12 03:27:03
390,ㅇㅇ(218.101),매롱시티가 그립구만,2017.06.12 03:56:13
391,dgh ,10,2017.06.12 04:59:43
392,dgh ,10,2017.06.12 04:59:43
393,dgh ,10,2017.06.12 04:59:43
394,dgh ,10,2017.06.12 04:59:44
395,마걍 ,띵작,2017.06.12 05:58:03
396,ㅇㅇ(222.121),개꿀잼이네 ㄹㅇ,2017.06.12 06:06:10
397,ㅇㅇ(222.121),뼈대있는 스토리와 고증으로 스폰지밥 1세대 팬들에게 수많은 에피소드를 떠오르게 하여 즐거움과 감동을 모두 선사했다,2017.06.12 06:09:01
398,ㅇㅇㅇ(121.181),충성충성 ㅠㅠ 또충성,2017.06.12 06:12:47
399,굴렁쇠연습팀 ,와 죠나재밌네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2017.06.12 06:16:51
200,ㅇㅇ ,샹노므새기가 아재를 울리냐.. 잘그렸다,2017.06.12 06:25:07
201,현야상 ,추억,2017.06.12 07:06:58
202,마왕 ,감사합니다 쎈쎼이,2017.06.12 07:16:42
203,네스틱 ,개뀰잼  - dc App,2017.06.12 07:24:48
204,124.199(124.199),디스토피아적인 감성을 잘 살린거가틈,2017.06.12 07:26:39
205,한뉘 ,이거슨 갓망가...  - dc App,2017.06.12 07:35:17
206,KaGuRa ,슬프노,2017.06.12 09:16:59
207,KaGuRa ,흡연,2017.06.12 09:17:31
208,ㅇㅇ(117.111),ㅆㅅㅌㅊ,2017.06.12 09:55:17
209,asdf(14.44),남 잘되는꼴을 못보는 디씨새기들이 욕한번 안하는거보면 ㄹㅇ루다가 갓씹띵작이다,2017.06.12 11:12:51
210,마네마네퀸 ,ㅇ,2017.06.12 11:14:32
211,ㅇㅇ(58.141),이거 누가 번역 했으면 좋겠다,2017.06.12 11:45:14
212,김전설 ,수고하셨습니다.,2017.06.12 12:06:30
213,ㅇㅇ(221.163),갓띵작 인정하고 간다....,2017.06.12 12:23:17
214,ㅇㅇ(175.209),레딧 보내고 작가 뉴욕에서 데뷔시켜라,2017.06.12 12:25:11
215,ㅇㅇ(175.223),끊기도 잘 끊고 고증도 잘했고 이것은 갓망가  - dc App,2017.06.12 13:31:46
216,ㅇㅇ(222.116),어지간한 프로완장 차고 거들먹거리는 새끼들보다 몇배는 잘그리네 이런애가 성공해야하는데,2017.06.12 13:41:33
217,ㅇㅇ(115.23),ㅠㅠ 우린 사나이 ㅠㅠ 수염도 있지 ㅠㅠㅜ,2017.06.12 13:49:24
218,하얀모자 ,지려버렸네,2017.06.12 13:53:29
219,ㅇㅇ(114.205),충성충성충성,2017.06.12 15:39:15
220,별보다먼그대 ,,2017.06.12 15:43:04
221,실험용품 ,,2017.06.12 16:00:20
