,닉네임,댓글,날짜
670,특훈상근 ,성지순례,2011.01.07 09:26:04
671,C esta ,★☆2011 롯데 정규 시즌 및 코리안 시리즈 우승☆★★☆2011 롯데 정규 시즌 및 코리안 시리즈 우승☆★★☆2011 롯데 정규 시즌 및 코리안 시리즈 우승☆★,2011.01.07 09:31:08
672,ㅋㅋ(112.167),성지순례 나 시험좀 잘보게 해조요,2011.01.07 09:34:54
673,오오(211.189),성지순례!! 오늘도 무사히,2011.01.07 10:21:55
674,ㅁㄴㅇㄹ(124.195),제가 넣은 4개 대학 다 합격하게 해주십쇼 __ 성지순례,2011.01.07 10:23:09
675,aaa(121.149),삼수 성공하게 해주세요!ㅋㅋㅋㅋㅋㅋ,2011.01.07 11:28:52
676,111(164.125),여자친구 생기게 해 주시고 공부 잘 되게 해 주시고 로또 되게 해주세요,2011.01.07 11:33:55
677,ㅋㅋㅋ(218.37),여자친구 생기게 해 주시고 공부 잘 되게 해 주시고 로또 되게 해주세요여자친구 생기게 해 주시고 공부 잘 되게 해 주시고 로또 되게 해주세요여자친구 생기게 해 주시고 공부 잘 되게 해 주시고 로또 되게 해주세요여자친구 생기게 해 주시고 공부 잘 되게 해 주시고 로또 되게 해주세요여자친구 생기게 해 주시고 공부 잘 되게 해 주시고 로또 되게 해주세요여자친구 생기게 해 주시고 공부 잘 되게 해 주시고 로또 되게 해주세요여자친구 생기게 해 주시고 공부 잘 되게 해 주시고 로또 되게 해주세요여자친구 생기게 해 주시고 공부 잘 되게 해 주시고 로또 되게 해주세요여자친구 생기게 해 주시고 공부 잘 되게 해 주시고 로또 되게 해주세요여자친구 생기게 해 주시고 공부 잘 되게 해 주시고 로또 되게 해주세요여자친구 생기게 해,2011.01.07 12:19:12
678,아이유(116.33),성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성,2011.01.07 12:28:05
680,아이유(116.33),성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성,2011.01.07 12:28:07
679,아이유(116.33),성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성,2011.01.07 12:28:12
681,아이유(116.33),성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성지순례왔습니다@@@영어시험잘보길@@@성,2011.01.07 12:28:15
682,아ㅣㅁ너(118.35),명문대합격명문대합격명문대합격명문대합격명문대합격명문대합격명문대합격명문대합격명문대합격명문대합격명문대합격명문대합격명문대합격명문대합격명문대합격명문대합격명문대합격명문대합격명문대합격명문대합격명문대합격명문대합격명문대합격명문대합격명문대합격명문대합격명문대합격,2011.01.07 12:41:21
683,장명부 ,이새끼 키작은사람들한테 끌려가서 뒤지겠네 ㅋㅋㅋ,2011.01.07 12:41:40
684,나다(222.234),이건 뭐....이래서 전쟁나면 이 님은 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2011.01.07 13:04:35
685,나다(222.234),세상에...,2011.01.07 13:13:39
686,techn19ue ,힛갤로가라,2011.01.07 13:25:11
687,Goooood(220.64),성지순례..왔음....,2011.01.07 13:27:05
688,Eugenia ,아오 이 개1새1끼 너때문에 갤질을 못하겠다 ㅡㅡ 씨1발련아,2011.01.07 13:29:28
689,44.조인성 ,★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆2011LG코시우승★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★★☆★☆,2011.01.07 13:39:40
690,44.조인성 ,★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆2011LG코시우승★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★★☆★☆,2011.01.07 13:40:12
691,44.조인성 ,★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆2011LG코시우승★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★★☆★☆,2011.01.07 13:40:14
692,44.조인성 ,★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆2011LG코시우승★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★★☆★☆,2011.01.07 13:40:15
693,ㅇㅇ(58.126),판사되게 해주세요~~~~~~~~판사되게 해주세요~~~~~~~~경찰대가게 해주세요~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,2011.01.07 14:11:14
694,ㅇㅇ(210.219),성지순례 __________  올해 연경 고경 둘다 붙어버릴 꺼야,2011.01.07 14:23:56
695,d(112.187),하는 일 다 잘되게 해주세요~~~~~~~~~~~~~~~~~~~~~~,2011.01.07 14:50:30
696,아잉여(125.190),성지순례~~~~~~~~~~ 자격필기 붙고 세종대 가게 해주세요~~~~~~~~,2011.01.07 14:54:04
697,로또1동(211.252),로또1등당첨로또1등당첨로또1등당첨로또1등당첨로또1등당첨로또1등당첨로또1등당첨로또1등당첨로또1등당첨로또1등당첨로또1등당첨로또1등당첨로또1등당첨로또1등당첨로또1등당첨,2011.01.07 15:12:27
698,ㅋㅋㅋ(117.110),군지원 합격하게해주세요~~~~~~~~~~~~~ 성지순례~~~~~~~~~~~~~~~~,2011.01.07 15:21:09
499,ㅋㅋ(121.161),수능대박나게 해주세옄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2011.01.07 15:30:53
500,달걀이 ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2011.01.07 16:01:46
501,코갤눈팅러 ,성지순례욬ㅋㅋ,2011.01.07 19:29:07
502,KaZe(59.11),여친 사귀고 만화책살수있게 해주새요~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~`,2011.01.07 20:06:35
503,재수생(211.193),성지순례왔습니다. 올해는 수능대박나게 해주세요 ㅠㅠ ㅋㅋㅋㅋㅋㅋㅋㅋ,2011.01.07 20:17:31
504,성ㅋ지ㅋ순ㅋ례ㅋ(115.137),올해 좋은일만 생기고 던파 득템많이 하게 해주세요 아멘,2011.01.07 20:23:12
505,ㅉㅉ(125.178),리갤에서 성지순례왔습니다,2011.01.07 20:46:15
506,ㅇㅌㅇ(121.185),성지순례,2011.01.07 21:31:52
507,성지순례짜(210.205),성지순례욬ㅋㅋ 원하는거 다 이루어지길 ★,2011.01.07 21:32:02
508,성ㅋ짘순ㅋ롘(118.223),성지순례 왔습니다. 명문대 입학하게 해주세요@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,2011.01.07 21:47:39
509,성직숙렉(218.148),성지순례염 사랑한다,2011.01.07 22:03:59
510,ㅇㅇ(125.138),★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★,2011.01.07 22:37:32
511,ㅇㅇ(125.138),★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★|,2011.01.07 22:37:52
512,ㅇㅇ(125.138),★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★ ★★★성지순례★★★|,2011.01.07 22:37:53
513,성지순례(220.86),여자친구 생기게 해주세요 명문 대학가게 해주세요@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,2011.01.07 22:49:42
514,앙조작[앙레기] ,성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요,2011.01.07 22:55:07
516,앙조작[앙레기] ,성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요,2011.01.07 22:55:10
515,앙조작[앙레기] ,성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요 성지요,2011.01.07 22:55:11
517,성지!!성지!!(121.166),"와~~~~!!!!ㅁㄴㅇㄹ,ㅇㅇ 이 두놈 상줘야해~~~~!!! 세로드립으로 북괴를 멸한 잔다르크 같은 영웅!! 성지순례 하고 갑니다.",2011.01.07 23:12:35
518,d(123.109),★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★,2011.01.07 23:49:56
519,순례왔으요(58.143),보라랑 꼭 사귈수있게 해주세요~~~~~,2011.01.08 00:02:17
520,순례요.(119.197),원하는 일 다 이루어지게 해주세여,2011.01.08 00:47:06
521,한아름송이(218.39),훈남이랑 사귀게해주세요★,2011.01.08 00:47:55
522,옵화(110.11),울 동상 임고 척척 붙게 해주세여~~,2011.01.08 01:57:49
523,철구형 ,zzzzzzzzzzzzzzzzzㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2011.01.08 02:35:17
524,철구형 ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2011.01.08 02:35:18
525,철구형 ,1,2011.01.08 02:35:18
526,철구형 ,5,2011.01.08 02:35:19
527,철구형 ,2,2011.01.08 02:35:20
528,정착불가능 ,저 원하는 대학가게해주세요,2011.01.08 08:30:55
529,PIETRO쥰이 ,★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★ㅍ,2011.01.08 10:00:47
530,PIETRO쥰이 ,★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또 1등당첨★★로또,2011.01.08 10:00:56
531,소오쿠울 ,철갤에서 성지순례 왔습니다 ㄲㄲ 김정일 미친놈 김정은 개새끼 부왘ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2011.01.08 11:33:25
532,제 ,부모님이 로또 1등당첨되게 해주세요★부모님이 로또 1등당첨되게 해주세요★부모님이 로또 1등당첨되게 해주세요★부모님이 로또 1등당첨되게 해주세요★부모님이 로또 1등당첨되게 해주세요★부모님이 로또 1등당첨되게 해주세요★부모님이 로또 1등당첨되게 해주세요★부모님이 로또 1등당첨되게 해주세요★,2011.01.08 11:43:08
533,클라디 ,★올해는 여자친구 꼭 생긴다★★올해는 여자친구 꼭 생긴다★★올해는 여자친구 꼭 생긴다★★올해는 여자친구 꼭 생긴다★★올해는 여자친구 꼭 생긴다★★올해는 여자친구 꼭 생긴다★★올해는 여자친구 꼭 생긴다★★올해는 여자친구 꼭 생긴다★★올해는 여자친구 꼭 생긴다★★올해는 여자친구 꼭 생긴다★★올해는 여자친구 꼭 생긴다★★올해는 여자친구 꼭 생긴다★★올해는 여자친구 꼭 생긴다★★올해는 여자친구 꼭 생긴다★★올해는 여자친구 꼭 생긴다★★올해는 여자친구 꼭 생긴다★★올해는 여자친구 꼭 생긴다★★올해는 여자친구 꼭 생긴다★★올해는 여자친구 꼭 생긴다★★올해는 여자친구 꼭 생긴다★★올해는 여자친구 꼭 생긴다★★올해는 여자친구 꼭 생긴다★★올해는 여자친구 꼭 생긴다★★올해는 여자친구 꼭 생긴다★★올해는 여자친구 꼭 생긴다★,2011.01.08 12:13:41
534,d(58.143),성지순례 되는일 다 잘되게 해주세여 ~~~~~~~~~~~~~~~~~,2011.01.08 12:18:46
535,ㅋㅋㅋㅋ(220.70),★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다,2011.01.08 13:45:37
536,ㅋㅋㅋㅋ(220.70),★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다,2011.01.08 13:45:40
537,ㅋㅋㅋㅋ(220.70),★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다,2011.01.08 13:45:42
538,ㅋㅋㅋㅋ(220.70),★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다,2011.01.08 13:45:48
539,ㅋㅋㅋㅋ(220.70),★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★,2011.01.08 13:45:50
540,ㅋㅋㅋㅋ(220.70),★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★,2011.01.08 13:45:52
541,ㅋㅋㅋㅋ(220.70),★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★,2011.01.08 13:45:55
542,ㅋㅋㅋㅋ(220.70),★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★니들이 애국자다★★,2011.01.08 13:45:56
543,ㅇ(211.202),성지순례 썸남이랑 잘되게 해주세요,2011.01.08 13:59:40
544,읭(125.142),성지순례왔습니다. 돈잘벌고 머리좋아지게 해주십시오,2011.01.08 14:01:12
545,ㅇㅅㅎ(121.66),이진화 사랑한다!!,2011.01.08 14:07:39
546,ㅇㅅㅎ(121.66),이진화 사랑한다!!이진화 사랑한다!!이진화 사랑한다!!,2011.01.08 14:07:53
547,ㅋㅋㅋㅋ(183.101),당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한 애국자들★당신들은 진정한,2011.01.08 14:11:47
