,닉네임,댓글,날짜
1714,ㅇㅇ(128.199),뭐가 씨발 거창한 남성성의 상징이고 남성을 신성화 하는거 같냐?? 니들이랑 같은 수준으로 보지마라고 제발 갑옷은 없어 병신같은 년아 애당초. 있지도 않은걸 만화니까 그냥 하는 소리지. 자기들 나름의 삶의 무게를 갑옷이라 말한거지,2018.06.25 02:48:16
1715,ㅇㅇ(128.199),도대체 몇번이나 동어반복 되는거냐?? 이해가 안되냐? 좀 정독해봐라 위에서 부터,2018.06.25 02:48:31
1716,ㅇㅇ(128.199),자꾸 보상심리 보상심리 얘기 하는데. 그냥 마지막 컷에서 열심히 사는 새끼들아 한잔 하자. 이 얘기를 하는데 너같이 대가리 멍청한 년들이 바락 바락 왜 여자들한테 지랄하냐? 왜 페미니즘 안하냐? 이게 씨발 사람새끼들이 할 소리냐?? 좀 앞댓글들 5페이지 정도 까지만 정독해봐라 .. 에효 씨벌,2018.06.25 02:49:55
1717,ㅇㅇ(128.199),그리고 제발 코르셋인지 뭔지 있지도 않은거 벗어 있지도 않은걸 벗었다고 유세떨고 개폼좀 잡지마 진짜 존나 추하니까.. 그냥 나는 내 좃대로 살고 싶습니다. 나는 보지를 달고 태어난게 억울합니다 좃달고 태어나고 싶습니다. 솔직하게 얘기해라 그럼 우리도 인정한다. 괜시리 개폼잡지 말고.. 나도 자러감. 다들 잘자라 에휴... 좋은 만화에서 왜 자꾸 병신같은 소리를 하냐,2018.06.25 02:51:25
1718,ㅇㅇ(222.96),128.199 이사람 내가 한 얘기랑 저 페미니스트가 하는 소리랑 섞어서 짬뽕만들어놓는데 님 핀트 맞추고 있는거 맞죠?,2018.06.25 02:53:03
1719,ㅇㅇ(123.108),페미니시트들은 사람같이 안 살고 싶으면 그렇다고 하면 되지; 그걸 왜 꼭 남자에게 까지 강요해요?? 여자들끼리 그렇게 짐승처럼 살아요... 남자들한테는 안통해요,2018.06.25 02:54:17
1720,ㅇㅇ(223.62),갑옷을 완벽히 벗은 남자가 있을지는 정말 의문이지만 제쳐놓고 (여자도 코르셋이 없다고 우기는 여자가 있으므로. 사회 주입을 완벽히 벗어난 사람이 많다고 말하는게 참 신기하지만) 그렇다면 여기서 남자들이 왜 페미니스트 얘기를 하는거임? 결국 페미니즘은 필요없다는게 니들의 의견이잖아?,2018.06.25 02:54:23
1721,ㅇㅇ(123.108),여자들한테나 가서 그런말 해요; 당신들이 그런소리 할때에도 아마 남자들은 어딘가에서 묵묵하게 자기 역할 하겠지만. 수고들 하십셔,2018.06.25 02:54:54
1722,ㅇㅇ(222.96),왜냐면 페미니스트가 말을 거는데 페미니스트 이야기를 안할 수가 있냐 무시하면 여성을 2등국민 취급한다고 화낼거면서,2018.06.25 02:55:27
1723,ㅇㅇ(222.96),페미니스트가 어째서 여성전체를 대변하는지는 모르겠다만 ㅋㅋ,2018.06.25 02:56:27
1724,ㅇㅇ(223.62),"페미니스트인 나조차 남자들의 맨박스와 갑옷, 희생에 대해 알고있는데 당신같은 사람들은 여자들이 당하는 차별과 희생에 대해서는 관심도 없는것 같아보여서 (심지어 페미니즘 정신병이라는 댓글에) 화가 났던것 같다. 페미니즘 만화를 그릴때 남자들이 여자들도 그럼 군대가라고 하는 말을 하는 기분과 같겠지.",2018.06.25 03:03:21
1725,ㅇㅇ(125.180),페미 특 : 말이 안통함. ㅇㅇ 지극히 정상,2018.06.25 03:05:33
1726,ㅇㅇ(222.96),"1.페미니스트들이 코르셋 운운하면서 남자들이 모든 것을 누리는 것 마냥 묘사함. 2.그러나 실제 남자들은 그렇지 않으며 그냥 저마다 위치에서 해야 할 일을 하는거임. 3. 그러한 삶 속에 고충들은 당연히 생겨나며 이는 여자들이 느끼는 고충과 일맥상통하는, 그저 살아가는데 생기는 어려움일 뿐임",2018.06.25 03:07:42
1727,ㅇㅇ(222.96),4. 이러한 고충을 젠더 프레임에 가두면 남자들의 고충 또한 젠더 프레임에 가둬지는거임. 5. 페미니스트들은 이들 젠더 프레임을 남자들에 의해 자행되는 불합리함으로 묘사함. 6. 그러나 이것은 그저 사회에서 살아가면서 행하는 일 때문에 발생되는 당연한 현상,2018.06.25 03:07:59
1728,ㅇㅇ(223.62),한남 특 : 생각이 한쪽으로만 치우쳐져 있고 고집이 셈. 일반화를 매우 잘함. 맨박스의 일종이 아닐까 한다.,2018.06.25 03:08:09
1729,ㅇㅇ(222.96),7. 그러므로 페미니스트들이 이러한 삶의 고충에 대한 책임을 남성들에게 전가하는 것은 사회를 살아가는 행위에 대한 책임을 지지 않겠다는 말로 해석 됨. 8. 이는 사회시스템 자체를 부정하는 것과 다를 바 없으며 페미니즘은 곧 반사회주의로 귀결된다.,2018.06.25 03:09:24
1730,ㅇㅇ(223.62),"사회에 여성이기때문에 당하는 일들이 남들도 당하는 살면서 당하는 일들 중 하나? 그 사상이 잘못된거고 후려치기임. 여자들의 말을 왜 무시함? 피해의식 가득한 사람으로 후려치는데, 페미니즘도 하나의 학문이고 성차별은 사회 현상임... 진짜 너처럼 꽉막힌 사람 처음 본다.",2018.06.25 03:11:21
1731,ㅇㅇ(222.96),사회에서 여성이기때문에 당하는 일들만 해소하면 되는데 그렇지 않으니까 문제임,2018.06.25 03:12:07
1732,ㅇㅇ(223.62),여자들이 성범죄에 노출되고 임금차별받고 여성정치인비율이 낮고 여성임원비율이 낮은 사회에 사는것도 그냥 사회현상임?,2018.06.25 03:12:10
1733,ㅇㅇ(222.96),임금차별 이미 논파된 문제 여성정치인 및 여성임원은 가시적인 성과의 문제지 성별의 문제가 아님,2018.06.25 03:14:25
1734,ㅇㅇ(223.62),"그렇게 생각하는 사람과는 논쟁할 마음이 없고, 적어도 사회에 여성차별이 존재한다는건 인식하는 사람일 줄 알았지. 이만 수고요 222.96 ~",2018.06.25 03:15:10
1735,ㅇㅇ(222.96),여자들이 성범죄에 노출되는 것만 해소하면 되겠네 그런데 그걸 성범죄자들에게 책임을 전가해야지 그렇지 않은 대다수 남자들을 죄인으로 만드는게 페미니스트들의 문제임,2018.06.25 03:15:18
1736,ㅇㅇ(223.62),너같은 남자가 오조오억명임 ㅃㅇ,2018.06.25 03:16:29
1737,ㅇㅇ(222.96),또또또 평균임금으로 이야기하면 여성차별이라고 주장하면서 이에 대해 반박하려고 하면 귀를 닫고 도망간다 페미니스트들의 문제가 이거임 자기 머릿속에 든 것을 쏟아내려고만 하지 담으려고는 안함,2018.06.25 03:16:29
1738,ㅇㅇ(222.96),오조오억명이니까 그 오조오억명한테 책임을 전가하면 되는 문제 아님?,2018.06.25 03:16:53
1739,ㅇㅇ(222.96),쟤네들은 용어를 자기들끼리 재정의 하고 확대생산해서 용어혼란전술 사용함,2018.06.25 03:20:23
1740,ㅇㅇ(222.96),"혐오,백래쉬,맨박스,코르셋 기타등등 자기들 머릿속에도 확 하고 와닿지 않는 단어를 명확한 정의 없이 감각적으로 소비함",2018.06.25 03:23:45
1741,1(114.201),논쟁을 왜 하는데 대화할 상대를 입맛에 맞춰 골라먹으려는거지? ㅋㅋㅋ 여기서도 취사선택 뷔페해버리는거야?? 진짜 꼴페미들 수준 ㅋㅋㅋㅋ 오조오억 빼애액 ㅋㅋㅋ,2018.06.25 03:24:42
1742,ㅇㅇ(222.96),"혐오는,강간 과 같은 과격한 단어를 무분별하게 사용하는 용례가 가장 심각한 문제인데 (ex시선강간) 일반적인 행위를 극단적인 범죄와 같은 카테고리로 엮어 죄의식을 강요하고 위험한 문제인 양 취급하게 만듦",2018.06.25 03:26:46
1743,ㅇㅇ(210.123),"산업재해자, 산업재해 사망자, 노숙인구, 경제활동 인구 중 자살율은 남자가 압도적으로 불리한 통계인데 여성이기주의자들은 이건 언급안함. 임금차별이 불편하면 비슷하게 일하다 다치고 일하다 죽고 사업하다 망하고 그러다가 사회 안전망 조차 없어서 자살해야 돈을 벌고, CEO 되고, 정치인 되는거지. 할당제와 지원으로 받아쳐먹을 생각말고.",2018.06.25 03:30:34
1744,ㅇㅇ(124.61),페미들은 지금 지들 무덤 파고있는거임ㅋㅋ 여성혐오라는 단어를 여성혐오가 아닌것에 무분별하게 남용하면서 사람들은 점점 여성혐오에 무감각해지고 반감을 갖게됨,2018.06.25 03:31:11
1745,ㅇㅇ(124.61),심지어 자기들이 더 편해지고자 하는 행동이 스스로 유리계단을 부수고 남자와 공정한 경쟁을 하는 결과를 불러오려함ㅋㅋ 당연하게도 남자랑 같은 출발선에서 경쟁했을때 여자는 무조건 밀림,2018.06.25 03:32:16
1746,태양ㅡ만세 ,팩트)페미는 정신병 맞다 ㅎ  - dc App,2018.06.25 03:33:10
1747,ㅇㅇ(210.123),범죄 관련해서 성범죄 들이미는데 그 외의 강력범죄는 남자가 더 많이 당하는건 입 싹 닫음. 무슨 외국마냥  대규모 갱단이 없으니까 외국에 비해 남자가 덜 죽어서 상대적으로 여성범죄가 부각되는건데. 남자가 더 죽길 바라는 것 밖에 더 되나? 성범죄자 처벌 안하겠다는 것도 아니고. 그리고 법제처 연구에 따르면 (2010년인가 하고 추가연구 없었긴 함) 같은 범죄에 여성보다 남성이 적게는 20~30%에서 많게는 300% 형량을 무겁게 받는다는데 여성 범죄자들 관대한 처벌 받는건 입 싹 닫음.,2018.06.25 03:38:22
1748,ㅇㅇ(96.55),역시 싸워야 제맛이지 더 싸워라 병신들아 ㅈㅉㅉ,2018.06.25 03:44:02
1749,ㅇㅇ(210.123),"여초에서 집행유예 떳따고 빼애액 거리는 (성)범죄 사건들 판결문 읽어보면 피해자랑 합의에 피해복구 노력에 초범에 눈물의 똥꼬쇼를 다 해서 집행유예 뜨는게 대부분임. 강력처벌로 제3자가 씹고뜯고 즐기는 것보다 피해자 권리 회복이 중요하다는 얘기. 그리고 여초 사이트나 여기 디씨 남초 갤러리나 지들 입맛에 맞는 자극적인 사건만 접하기 때문에 실생활과 동떨어진 사건 위주로 접함. 남초는 뭐 다른줄 아냐? 맨날 유치원 여교사가 애새끼 줘패버리고 집행유예 뜨고, 부모가 애새끼 패죽이고 독살하고 집행유예 뜨는 기사 맨날 읽는데?? 이건 그냥 자극적인 컨텐츠를 즐기는 커뮤니티의 폐해지, 어느 성별의 일방적인 잘못이 아님.",2018.06.25 03:47:56
1750,ㅇㅇ(58.121),우리나라 남자들 대다수 생각은 이렇구나... 남자 여자 모두 서로 다른나라에서 연인 만났으면 좋겠다. 대화가 아예 안되네,2018.06.25 03:54:02
1751,ㅇㅇ(183.91),우먼박스 인지용~~~,2018.06.25 03:56:32
1752,ㅇㅇ(183.91),오조오억명의 여자들은 매우 한쪽으로 치우쳐진 생각을 갖고있군요.,2018.06.25 03:57:33
1753,ㅇㅇ(210.123),"그리고 가부장제는 말 그대로 (낡은) 제도임. 남자가 남자 낳고 여자가 여자 낳는게 아니라 사회에 뒤섞여 살기 때문에 애초에 니편 내편 성립이 애초에 안되고, 어느 사안에 있어 누구 탓할게 아니라 제도를 바꾸면 될 일임. 사회문제의 해결은 경로 의존적일 수 밖에 없기 때문에 그 당시 최선의 해결방법이 먼 훗날보면 악랄했던 것이고 그건 특정집단을 비난하기보다 제도와 사회관념을 바꾸면 될 일.",2018.06.25 04:02:18
1754,ㅇㅇ(210.123),"어쨋든 하고픈 말은 서로 인격체로서 존중해줘야지 뭐 그렇게 감정소모를 하지 말자는 말. 위에 통계에 관한 댓글은 극단적인 여성이기주의자들 주장에 대한 반박이지, 더 싸우자는 말은 아니였음.",2018.06.25 04:04:51
1755,ㅇㅇ(210.123),근데 원시적 평등사회 타령하고 막시즘 끌어와서 지배계급 - 피지배계급 나누는거 어디서 많이 본거 아니냐? 여초에선 여혐혐으로 선동하고 남초에선 남혐혐으로 선동하고. 내가 인터넷 폐인질을 오래해서 그런가? 아니 대놓고 선동하는데 그걸 그대로 당하는거 나참 어이가 없네.,2018.06.25 04:09:20
1756,ㅇㅇ(210.123),이 글 힛갤 올라오고 주기적으로 들어와서 댓글 읽었는데 (물론 전부 다 읽진 않음) 자극적인 댓글 남기는 새끼들 특징이 댓글 여러개 주르륵 달면서 귀닫고 원색적인 욕으로 상대 자극하고 설득은 커녕 지 말만 맞다고 도배하고 도망가는 부류였음. 물론 나도 지금 댓글 여러개 달고 있으니까 거기에 포함된다고 말하면 나도 할 말 없고. 어쨋든 그리고 여기 댓글 중에 싸우지 말자고 서로 잘 지내자는 댓글도 꽤 있었는데 극단적인 도배꾼들한테 금방 묻혀버리고 밀려나더라.,2018.06.25 04:17:10
1757,헐충격 ,뷔페  - dc App,2018.06.25 04:19:16
1758,ㅇㅇ(210.123),그니까 댓글 2500개 넘어가면서 서로 욕하는 사람들만 있는게 아니라 서로 잘 지내자는 사람들도 많았단 얘기. 다만 도배 욕설꾼들한테 묻혀서 상대적 숫자가 적어보인다는거지. 여기 댓글 읽고 실망했단 취지의 댓글들이 꽤 보여서 이 말은 남겨야겠더라. 자러감.,2018.06.25 04:19:48
1759,ㅇㅇ(101.235),불타오르네,2018.06.25 04:48:58
1760,ㅇㅇ(202.150),"이전 댓글 6페이지 이전까지 정도 읽어 봤다. 수준차가 너무 심하다,...",2018.06.25 05:24:52
1761,ㅇㅇ(202.150),나는 이제까지 인류사가 남성사라고 생각해본적 없다. 앞댓글에도 나왔지만. 페미들이 모를뿐. 인류사에는 정말로 수 없이 많은 기라성 같은 여걸들이 있었다. 그리고 남성이 영웅이라도 그 영웅을 낳고 기른 위대한 영웅의 어머니들이 있었다.,2018.06.25 05:26:28
1762,ㅇㅇ(202.150),세계를 제패한 위대한 카가한 테뮈진이 공경해 마지 않고 가장 그리워한 것은 그의 어머니였다. 적어도 모든 남성들에게 어머니는 살아있는 교훈이고 가르침이고 지침이다. 어머니는 아들의 영혼이 되어 계승된다. 그렇게 만들어져 온 역사다.,2018.06.25 05:28:10
1763,ㅇㅇ(115.42),223.62 는 야갤에서 활동하는 페미니스트 계몽충으로 지 할말만 하고 토끼는 아주 나쁜 버릇이 잇다.,2018.06.25 05:28:27
1764,ㅇㅇ(123.254),안믿을지도 모르지만 나는 여자인데 남자가 희생을 배우고 여자는 못한다는 교육을 받은게 둘다 맞다고 생각하는데 그게 정말 성평등에 어긋나는거같아 개개인의 성향과 개성을 존중해주고 주변에서 누군가가 꿈을 말할때 그사람의 외모나 성별때문에 차별을 받아선 안된다고 생각해 남자가 치마를 입고 패션이다 라고 말하는것도 이상하게 보지 않고 여자가 근육이 많아도,2018.06.25 05:28:54
1765,ㅇㅇ(59.151),ㅋㅋㅋㅋㅋ 여자는 소방관 경찰될수 없다고 사회가 교육함?ㅋㅋㅋ 언제? 만약 그렇다 쳐도 여자 소방관 경찰관 현장배치 하지 말라는것도 사회가 교육함??,2018.06.25 05:29:43
1766,ㅇㅇ(202.150),근데 우리 페미동지들이 구태여 역사는 남성의 남성에 의한 역사라고 한다. 저 여자들이 남자들에게 월계관을 씌워주는 거다. 우리에게 대관식을 해주는 거다. 여기 달린 댓글을 보니 맞다. 인류는 스스로 정한 규범과 규칙과 스스로의 도덕심 아래에서 진정한 자유를 누렸다. 그것이 맨박스라면. 맨은 휴먼을 의미할거다.,2018.06.25 05:30:00
1767,ㅇㅇ(123.254),뒤에서 놀림감이 되지 않는세상에서 살고싶어 마른남자를 멸치라고 비웃는것도 뚱뚱한 여자를 욕하는것도 사실 성평등보다는 외모지상주의에 가깝다고 생각이 드니까 외모적인건 말하면 주제이 어긋나지만 나는 개인적으로 내주변사람의 외모나 재력으로 판단하지 않으려고 노력하고 있어 우리는 다 같은 사람이니까 성향의 차이로 나와 맞다 안맞다를 구분을 하고 안맞으면 멀어지는거,2018.06.25 05:31:05
1768,ㅇㅇ(123.108),남자들은 긍지를 가지자. 이 만화에서 말하는 갑옷은 없다. 상식이다. 그냥 평범하게 살아가는 그냥 소소한 남자들이 가지는 사소한 도덕과 정의다. 그게 곧 인류의 정의와 도덕이다. 우리가 살아가는 길이 인류의 길이고 인류가 걸어온 길이다. 페미니스트들이 그 사실을 보증한다.,2018.06.25 05:31:46
1769,ㅇㅇ(123.108),오늘 주의 시작에 오늘도 그 누군가를 위해 희생이 아니라 스스로가 원해서 최선을 다해서 사는 남성동지들에게 지금 마시는 맹물 한잔 바친다. 전우여 힘내자.,2018.06.25 05:32:34
1770,ㅇㅇ(123.254),라고 생각해 정말 여성혐오적인 생각을 하는 남자도 있기도 하지만 남성혐오적이고 너무 이기적으로 생각하는 사람들이 많은거같아 분명 내주변에 남성들도 좋은사람이 많았고 나를 인간으로서 존중해주는 사람들도 많았어 나도 그사람들의 취향이나 성향을 존중해줬고 살아왔던 환경이 다르기때문에 우리는 모두 같을수가 없다고 생각해,2018.06.25 05:33:40
1771,ㅇㅇ(123.108),는 페미들이 미워서 개오버 떨어 봤다;; 사실 요즘 아내가 아기 낳고 몸이 아파서 내가 아침 준비하느라 일찍 일어나거든 ㅎㅎ;  방금 된장이랑 미역 전복 넣고 끓인죽이 기가 막히게 완성되서 디시질중 ㅎㅎ,2018.06.25 05:33:46
1772,ㅇㅇ(123.108),너무 싸우지마라 친구들아 남녀 서로 이해하기 어려워도 나는 정말 사소한 차이라고 생각한다. 적어도 결혼해서 애를 셋 낳아본 아빠로선 ㅎㅎ; 나는 출근 준비하러 간다. 만화보고 정말 감동 받았다. 인생을 살아가는 전우들. 힘내자. 화이팅!!,2018.06.25 05:35:14
1773,ㅇㅇ(115.139),뷔페,2018.06.25 05:35:51
1774,ㅇㅇ(211.246),그냥 페미니즘 지금보다 더 흥해서 페미하는여자들 전부 나 페미입니다하고다니는 사회됐으면 좋겠다 ㄹㅇ로,2018.06.25 05:45:22
1775,ㅇㅇㅇ(188.166),여자들은 또 사회탓 하는데 그럼 묻고싶은게.. 지금보다 보지식대로 말하면 오조오억배는 더 여자보고 조신해라 예뻐라라는 교육을 받았던 일본제국시대를 거친 할머니들은 왜 625전쟁때 참전하신거임?? 왜 해병대 참전해서 상륙작전 뛰신거? 왜 육군 간호병이나 육군 전투병으로 뛰신거??,2018.06.25 05:50:56
1776,ㅇㅇㅇ(188.166),여자들은 왜 지금보다 오억오천만배는 더 권위주의 적이고 여자는 이래야지! 여자가 어딜! 하면서 뺨 처맞던 시대의 교육을 받았던 어머니 세대들이 왜 70년대 60년대 80년대 산업전선 일선에서 몸바쳐서 일한거임?? 외국 얘기 같냐? 한국 얘기다 . 왜그런거임? 왜? 그거 하다 보니까 이제 과거 보다 교육이 더 후퇴한거임??,2018.06.25 05:51:57
1777,ㅇㅇㅇ(188.166),니들이 비겁하고 치졸한걸 남자탓 사회탓으로 돌리지마라 버러지들아. 그리고 딱 말하는데 남자들한테 무슨 있지도 않은 갑옷 벗어라는 쓰레기같은 말 하지마라 그 말 느개비나 느그 남편한테 해라 . 출근하려는 사람들 잡고 말해. 이 쓰레기같은 한남새끼야 오늘은 또 어떤 여자들 간강하러 다니냐? 또 어떤 여자들 죽이러 다니냐고  알겠냐?,2018.06.25 05:52:50
1778,ㅇㅇ(211.246),"여초 인터넷 커뮤니티 유저수 우리나라 20대 30대 인구수비교하면 정말 과반수는 페미에 동조한다는건데, 진짜 한국 10년후가궁금하다 뉴질랜드가될지 일본이될지",2018.06.25 05:54:34
1779,ㅇㅇ(128.199),"딱 PC기준으로.. 댓글 5페이지 정도부터 대충 읽어보면 답 나옴. 남자들이 각잡고 패기 시작하니까 ㄹㅇ로 계집년들 피떡이 되도록 처 맞음. 맨날 이상한 펜대나 굴리던 영미 보지년들만 아는거랑 다르게 남자들은 이집트 페르시아때 필드뛰던 제독, 장군 얘기 부터 해서 계집들보다 오히려 진짜 여장부들을 더 많이 알고 있네.",2018.06.25 05:59:10
1780,HWM ,페미들이 82kg 김치영읽고 부조리따질때 남자들은 군머가서 직접겪으니 서로 말이 안통하지 시팔 소설 내용을 우리한테 따지고 자빠졌어 그럴시간에 알바라도 하나 뛰면서 얘기하자 제발 집에서 아빠가주는 용돈으로 치킨먹지말고,2018.06.25 06:10:18
1781,ㅇㅇ(211.217),이게 진짜 힛갤이지,2018.06.25 06:15:00
1782,ㅇㅇ(123.108),댓글 수준들 보니 페미들 말이 맞는거 딱 한가지 있다. 인류는 남성에 의한 역사다. 남자가 걸어온 길이 인류의 역사. 남자가 걸어갈 길이 인류의 미래. 남자가 걸어가고 있는 길이 인류의 현재다. 그건 확실하다. 말하는 수준부터가 이미 그렇다. 여자들도 인정하지? 그렇게 좋아서 못죽는 페미도 인류사는 남자들의 역사라잖아.,2018.06.25 06:15:40
1783,ㅇㅇ(123.108),"페미들이 처먹는 밥한톨 쌀한톨에도 입는 옷, 앉은 의자. 걸어가는 길. 읽는 글자 그 어디에도 남자의 그림자 없는 곳 없다. 편승하는 거지새끼들이 좀 오냐 오냐 했더니 기어오르지 마라 짐승새끼들아. 남자들을 너희랑 같은 짐승으로 만들려고 해도 소용없다는건 알아라",2018.06.25 06:16:23
1784,ㅇㅇ(123.108),나도 출근한다. 남성 동지들은 커피로라도 짠 하자고. 화이팅!,2018.06.25 06:18:03
1785,ㅇㅇ(188.166),"목숨바쳐 일하는 소방관한테 짠. 오늘도 열심히 살아가는 가장들을 위해서 짠. 그렇게 열심히 살아가는 사람들한테 짠. 이게 맨박스?? 참... 기가 차는구만.; 이게 맨박스면 차라리 맨박스 안에서 살겠다. 희생? 너희 아버지한테 물어봐 여자들아 아빠, 나 낳고 후회한적 없어요? 그 대답이 맨박스인지 희생인지의 대답일거다... 정말 한심하구나 너희들 ...",2018.06.25 06:24:02
1786,ㅇㅇ(175.223),댓글 읽어보니까 페미니스트라는 것은 머리에 지식이 특별하게 결여되어야 할 수 있는건가보다,2018.06.25 06:33:30
1787,ㅇㅇ6(155.230),요즘 인터넷에 이런거 갖고 싸우는게 여자들도 자기들이 여태까지 당해온게 있어서 목소리를 내는데 남자들 또한 힘들게 살아와서 특권을 갖고 있다는 인식 자체가 없기 때문에 허구헌날 싸움판이 벌어지는듯,2018.06.25 06:35:09
1788,ㅇㅇ6(155.230),지금 조센 사회는 남자에게나 여자에게나 좆같은데... 여자들이 더 좆같은 처지에 놓인 건 맞음. 남자보다 더 취업도 안되고 허구헌날 성추행 위험에 시달리고...,2018.06.25 06:36:05
1789,ㅇㅇ6(155.230),비유하자면 금수저 새끼들도 인간이니까 지들 나름대로의 고민이 있을텐데 우리 눈엔 배부른 씹새가 헛소리 하는 걸로 보이는 거랑 비슷함. 만화에 나온것처럼 남자들도 나름 고통받는데 여자들 입장에선 항상 남성이 자신들보다 더 많은 걸 누리고 살아왔으니까 남자들도 힘들다! 라고 하면 개소리로 들리는게 당연하지,2018.06.25 06:39:32
1790,ㅇㅇ6(155.230),ㅋㅋㅋㅋㅋㅋ시발 댓글 읽어보는데 빡대가리들 존나 많네 위에 인류 역사가 남자의 역사인 것이 남성이 우월하기 때문이라고 생각하는 새끼는 지능 검사 좀 받아봐라.,2018.06.25 06:44:34
1791,ㅇㅇ(1.246),우리나라가 치안(밤에 술먹고 혼자 길을 활보함) 최상위권에 성평등지수도 상위권인데 페미들은 뭐가불만임?,2018.06.25 07:03:34
1792,ㅇㅇ(1.246),당장 옆나라 일본 여자들만 봐도 울나라 페미년들은 뭐 배울점이라던지 옳고그름의 판단력이 안섬?,2018.06.25 07:04:05
1793,ㅇㅇ(61.75),아니 여자들은 입좀 닥쳐요 제발 남자들이 왜 자꾸 여자욕 하냐면 ㅅㅂ 자꾸 여자들이 기어들어와서 우리가 느그보다 더 좃같아. 왜 우리보고 ㅈㄹ이야? 이딴 소리 하니까 하는 소리아니에요?,2018.06.25 07:05:30
1794,HWM ,자기들이 좆같은걸 왜 시발 우리한테 지랄하냐고 우리도 힘든건 똑같은데 돼지련들이,2018.06.25 07:06:24
1795,ㅇㅇ(61.75),그리고 여자들은 여자들보다 오조오억배는 더 일하다가 정확하게는 여자들이 해라고 해도 안하는 일들 하다가 죽는 남자가 많고요. 여자들은 손가락 빠는 순간에도 의사자 되는 남자가 오조오억배는 많아요,2018.06.25 07:06:35
1796,ㅇㅇ(1.246),남자들이 받는 차별은 착한차별이고 들어줄생각도 없는 논리안통하는 이기적인 페미년들 ㅋ,2018.06.25 07:06:47
1797,HWM ,페미련들한테 힘든게 뭐냐고물어봤더니 빼애액 우리는 옛날부터 차별받아서 지금 너무 힘들다라는데 시발 정확히 뭔 차별을 받는지는 얘기를안해요 돼지새끼들이,2018.06.25 07:08:29
1798,ㅇㅇ(61.75),그리고 여자들 성범죄가 왜 있어요? 갑옷 벗어라면서요?   그 갑옷이 ㄹㅇ로 있으면 진짜 성범죄자나 짐승같은 새끼들이 있겠어요? 이제 알겠어요? 왜 갑옷이 없는지? 나도 내가 남자라 여자보다 의롭다! 힘들다가 아니라요. 굳이 여자들 처럼 말하려면 남자들도 할말 존나 많아요,2018.06.25 07:08:32
1799,HWM ,오히려 지금 혜택만따지면 여자가 남자보다 받는게 훨씬많은데도 남자들한테 차별받는다고 지랄하죠? 역겹죠???,2018.06.25 07:09:50
1800,ㅇㅇ(1.250),냄져들 찌질하네... 그냥 여자한테 져주면 좀 안되냐? 그러니깐 눈치가 없어 여친도 없지!,2018.06.24 21:15:57
1801,ㅇㅇ(211.248),다필요없고 메갈년들은 사냥해야 마땅함,2018.06.24 21:18:15
1802,ㅇㅇ(1.250),여러의미로 댓글이 불탄다  - dc App,2018.06.24 21:19:04
1803,ㅇㅇ(59.18),댓글수 씨발 뭔디 개많누,2018.06.24 21:28:32
1804,ㅇㅇ(211.247),젊은 여자들이 힘든 일을 할리가. 맨날 드라마에서 재벌 2세하고 연애하고 품위있게 사는 것만 보던 세대인데. 걔네들은 절대 힘들고 모양 빠지는 일 안해. 그래서 요즘 정부한테 자기 책임지라고 난리잖아ㅋㅋㅋ,2018.06.24 21:36:14
1805,ㅇㄴ(14.50),그 성별은 말은 공감 능력 지랄하면서 정작 공감능력은 발휘 못하드라.,2018.06.24 21:39:19
1806,ㅇㅇ(1.255),댓글창 오사칸줄 알았네 ㅋㅋ  - dc App,2018.06.24 22:01:22
1807,ㅇㅇ(222.119),( • - •) 성지순래 옴,2018.06.24 22:05:55
1808,다스부츠 ,탈코르셋 지랄할거면 일단 군대부터가시고^^,2018.06.24 22:17:22
1809,다스부츠 ,메퇘지들이 군무새빼액거리는 이유가 뭔지 아냐?ㅋㅋ 군대얘기엔 논리적반박이 불가능하니까 군무새빼액으로 논점이탈시키는거임,2018.06.24 22:17:59
1810,ㅇㅇ(223.39),못생기고 피해의식에 찌든 한국남자 재기따라 가거라,2018.06.24 22:26:32
1811,ㅇㅇ(223.39),인공자궁의무화 하고나서 군대빼애액하세요 개저씨덜,2018.06.24 22:26:54
1812,ㅇㅇ(182.212),걍 군대 안가면 안되냐 남자 여자 둘다?군대 없어서 망하나 이지랄로 서로 물고뜯고 싸우다 망하나 시기는 비슷할듯.이왕 망하는거 편하게 망하자구  - dc App,2018.06.24 22:27:30
1813,ㅇㅇ(223.39),예쁠것 밥하고 애낳고 빨래하고 맞벌이까지 요구하더니 이제군대가래 6.9가지고 바라는건 많지 ㅂㅅ들,2018.06.24 22:27:51
1814,ㅇㅇ(39.7),징병제안하는 나라 여자는 자궁없냐? 븅신들 가져다 댈걸 대야지 페미는 지능문제 맞다니까 ㅋㅋㅋㅋㅋ,2018.06.24 22:27:59
1815,ㅇㅇ(115.138),ㄴ 그나라가 100프로 맞는 선례라는 증거는? 그게 논리라고 부들대는 지능수준,2018.06.24 22:32:34
1816,ㅇㅅㅇ(27.118),걍 가스실 처넣고 문닫아야  - dc App,2018.06.24 22:32:43
1817,ㅇㅇ(223.39),한국남자 피해의식은 고추크기가 작고 못생길수록 크다 ㅡ 진리,2018.06.24 22:33:19
1818,ㅇㅇ(223.39),팩트 )180이하는 남자아니라서 남자입장에서 말할수없다,2018.06.24 22:36:10
