,닉네임,댓글,날짜
2193,ㅇㅇ(77.111),p,2021.10.30 01:25:25
2209,ㅇㅇ(77.111),p,2021.10.30 01:25:38
2205,ㅇㅇ(77.111),p,2021.10.30 01:25:44
2203,ㅇㅇ(77.111),p,2021.10.30 01:25:56
2210,ㅇㅇ(39.7),와이프가 저렇게 아낄수 있는건 일단 일을 하지않는것같고 애가 없는거 같은데 그시간에 싼곳이나 핫딜 찾아서 식비를 아끼고 있는것  외식은 거의 안한다고봐야겠네 그렇게 하면 30만원으로 두명 쌉가능해 그렇게사는 한국 주부들도 많고 근데 애생기면 원글러도 달라지는건 알지? 그러지말고 맞벌이해서 외식도 하고 그러는게 낫지않겠음   - dc App,2021.10.30 01:26:27
2218,ㅇㅇ(211.234),애호박 몇백원 아끼려고 걸어다닌 두시간동안 일어 과외하면 글쓴새끼 시급 세배는 벌듯,2021.10.30 01:26:30
2206,클린랜드 ,시발 부럽다고 ^ㅠㅠ  - dc App,2021.10.30 01:27:36
2211,ㅇㅇ(77.111),p,2021.10.30 01:27:46
2219,ㅇㅇ(77.111),p,2021.10.30 01:27:57
2220,ㅇㅇ(39.7),내가 저런식으로 살아봤는데 오래못가고 금방 현타옴 그냥 돈벌어서 여유있게 먹고 싶은거 먹는게 낫다   - dc App,2021.10.30 01:28:17
2212,ㅇㅇ(211.234),30으로 도시락까지 싸고 부인은 아침 토스트로 때우고 점심 잔반먹고 이러는거 건강 좆창날듯,2021.10.30 01:28:27
2213,ㅇㅇ(77.111),p,2021.10.30 01:29:42
2221,ㅇㅇ(77.111),p,2021.10.30 01:29:52
2214,ㅇㅇ(77.111),아...일본여자보다 평균 허리 8cm두꺼운 통돼지 한국년이면 그럴지도,2021.10.30 01:30:36
2215,ㅇㅇ(39.7),맞음 원글러는 자랑이라 올렸는지 몰라도 아내는 니가 회사가있는동안 거지같이 먹을거다 진짜짜증나네 너가 회사가서 먹는 점심값만 계산해봐 30만원 나오지 아내는 전날 남긴 반찬에 대충 빵쪼가리 먹고 떼우는거야 계란 하나 쪄먹고 하겠지 애가 있는것도 아닌데 그러지마 나중에 임신하면 잘좀 멕여라  - dc App,2021.10.30 01:34:23
2223,ㅇㅇ(118.235),근데 여자가 바람피는거 같은데 나만 그렇게 생각하나 ㅋㅋ,2021.10.30 01:34:39
2227,ㅇㅇ(58.237),하 시발,2021.10.30 01:38:57
2222,수장은화 ,솔직히 저렇게 먹고살아서 괜찮으니깐 30만원 싸이클이 되는거지 실제론 말도안대지 ㅇㅇ;,2021.10.30 01:43:06
2228,ㅇㅇ(175.212),제발 그만해 이러다 나죽어,2021.10.30 01:43:26
2224,ㅇㅇ(77.111),친자불일치 일본 3배 한국여자면 충분히 가능한 생각 ㅋㅋㅋ,2021.10.30 01:44:37
2229,ㅇㅇ(211.46),ㅈㄴ 부럽다  - dc App,2021.10.30 01:47:24
2230,ㅇㅇ(1.239),"그저 운좋은 케이스.  어중간한 한남이 일본녀 꼬시려하해도 안됨. 월 200언저리벌면서 스시녀 꼬신거 보니, 얼굴은 타고났네.",2021.10.30 01:49:54
2231,ㅇㅇ(77.111),결홑비용 일본 6배 이혼율 일본여자 3배 51%친자불일치 일본 3배성무고 일본 1000배 한국여자가 말했습니다,2021.10.30 01:54:40
2191,ㅇㅇ(77.111),ㄴ 너같은 한녀가 발작하는거 보면,2021.10.30 01:56:12
2232,ㅇㅇ(1.239),"그거 감안하더라도, 일본애들 kpop보면서 외모 기대치 높아서 엥간한 빻은 한남보고 성에 안참. 그럼에도 한녀 피싸개보다 일본어 공부해서 스시녀 찾는게 낫긴함.",2021.10.30 01:56:50
2233,ㅇㅇ(77.111),그렇게 망상자위나해 평생 ㅋ 일본여자 외국여자가 답이니까 ㅋ,2021.10.30 01:57:47
2234,ㅇㅇ(77.111),이런년들 보면 한국년은 필히 멸종해야되는거 같다 본문에 떡하니 케이팝같은거 모른다고 써놨는데도 망상으로 정답 정해놓고 짜맞추니 대가리가 병신인거만 드러나지 지적 받으면 아가릴 다물어야되는데 끝까지 아가릴 벌려 열등한 한국년 답게,2021.10.30 01:59:49
2235,ㅇㅇ(120.50),게이팝 시발 ㅋㅋㅋ,2021.10.30 02:05:20
2216,ㅇㅇ(77.111),한국년은 멸종해야한다,2021.10.30 02:05:59
2236,ㅇㅇ(1.239),아니 씨발ㅋㅋ 난독증이노? 1. 얼굴빻은한남은 스시녀 꼬시려해도 힘들다.  2. 그럼에도 한녀 피싸개보다 스시녀가 나음. 이게 내 댓글의 요지인데 뭘 처읽고 내가 피싸개란 결론이 나오노? ㅋㅋㅋㅋㅋㅋㅋㅋ 무식한새끼는 그냥 그렇게 살다 가는게 답이다.,2021.10.30 02:06:36
2241,ㅇㅇ(1.176),뽑아야겠다 다짐했다,2021.10.30 02:07:41
2237,ㅇㅇ(77.111),멸종해라 열등한 한국년아,2021.10.30 02:09:12
2242,ㅇㅇ(211.36),아니근데 이건 ㄹㅇ 여자가 노예수준인데  - dc App,2021.10.30 02:09:40
2244,ㅇㅇ(175.212),저걸 보고 부럽다고 느끼든 기만이라고 느끼든 특이케이스라 일반화 불가능이라고 느끼든 그런 건 이해하는데 과외하면 더 번다느니 훈수질하는건 뭐냐? ㅋㅋㅋㅋ,2021.10.30 02:10:04
2238,ㅇㅇ(1.239),ㅇㅇ 화가나서 피아식별도 안돼노 ㅋ 너같이 무식한새끼가 딱 설거지하고있을듯 ㅋㅋ,2021.10.30 02:11:35
2243,ㅇㅇ(77.111),39살 처먹은 상폐년 또 시작이네,2021.10.30 02:11:41
2245,ㅇㅇ(77.111),가스라이팅이지 한국년들,2021.10.30 02:11:58
2239,ㅇㅇ(77.111),도대체 12년동안 이러는 이유가 뭐냐?,2021.10.30 02:17:37
2240,ㅇㅇ(1.239),광고로 하루벌어먹고사는 짱깨한테도 버림받은 좆선족이였노 ㅠㅠ,2021.10.30 02:21:04
2247,멋진병신 ,지들 행복하다는데 이 악물고 밑바닥까지 끌어내려야 속이 풀리는 김치식 평등화 ㅋㅋㅋㅋ   - dc App,2021.10.30 02:21:24
2342,이재명사랑해 ,디시콘 보기,2021.10.30 02:26:50
2346,이재명사랑해 ,디시콘 보기,2021.10.30 02:26:56
2194,이재명사랑해 ,디시콘 보기,2021.10.30 02:27:08
2207,이재명사랑해 ,디시콘 보기,2021.10.30 02:27:15
2249,ㅇㅇ(1.227),여자가 아깝다 시벌럼,2021.10.30 02:28:05
2250,진리(121.138),일본여자 K POP 아이돌빠순이면 진짜 노답이다 한국 빠순이를 능가한다,2021.10.30 02:29:49
2344,납치범(211.36),ㄹㅇ..,2021.10.30 02:29:51
2251,납치범(211.36),"이 글 일본에 ""한남과의 결혼 최후""로 널리 알려야함",2021.10.30 02:30:17
2252,ㅇㅇ(106.102),너는진짜 와이프에게  잘해라 ㅡㅡ그리고 와이프  대기업다니는데 지금 휴직이냐? 퇴사한거냐  대기업 다니는게 여자에게 좋은것아닌가?나나양 가족도 나나양 대기업다니다가 휴직하고 복직하던데  - dc App,2021.10.30 02:38:16
2253,ㅇ(39.7),목욕용품이야 그렇다 치고 청소용품은 안사냐..? 아무리 알뜰한들 세제 락스 키친타올 지퍼락 이런 소모품 안씀..? 자취만 해도 한달에 잡비 고정비용 3에서 5는 나가는거 알텐데 쿠팡 pb제품이나 다이소로 최대한 싸게 사도 출혈 나간다…,2021.10.30 02:38:19
2254,ㅇ(39.7),식비 둘이 30이면 씹인정인데 이건 뭐 식비 목욕용품 간단한 피복비 청소용품 개인교통비 취미유지비 합쳐서 30인건데 말이 되나 싶다. 한달에 한번 과일은 사먹냐..? 비타민 사먹을 돈은 있냐..? 퐁퐁단보고 뭐라 할게 아니라 지금 진짜 매트릭스 갇혀서 애처로운건 점심마다 잔반으로 때우는 그쪽 여잔데.,2021.10.30 02:41:01
2350,ㅇㅇ(14.46),응 니말이 다 맞아 ㅂㅅ ㅋㅋ  - dc App,2021.10.30 02:41:29
2371,ㅇㅇ(14.46),중요한건 니 알바 아니라는거지  - dc App,2021.10.30 02:42:08
2257,ㅇㅇ(14.46),퐁퐁단 피눈물로 강을 이뤘네  - dc App,2021.10.30 02:43:07
2258,10일(220.72),근데 애호박 산다고 2시간 쓰는건 병신아님???  싸봐야 100원 200원 쌀텐데 그거 아낀다고 2시간을 써??? ㅋㅋㅋㅋㅋ 아...ㅋㅋㅋ,2021.10.30 02:43:34
2255,ㅇㅇ(77.111),39살 처먹은 정신병자,2021.10.30 02:44:32
2262,ㅇㅁ(122.202),와세다 나와서 200따리랑 결혼하노 ㅋㅋㅋ 전범국에 대한 복수 success!!,2021.10.30 02:45:21
2265,ㅇㅇ(58.140),더 좋은남자 만나지 디씨하는남자를 만났누,2021.10.30 02:45:31
2259,ㅇㅇ(77.111),그게 피싸개 한국년과 일본여성 차이임식자재 마트 돌면서 그날그날 해먹을 재료가 있나 찾는 일본여성 그냥 존나 쳐사놓고 냉장고 쳐박아두고 요리시간 세계최저 찍는 열등한년들,2021.10.30 02:45:33
2266,ㅇㅇ(77.111),39살 처먹은 정신병자년,2021.10.30 02:45:49
2263,ㅇㅇ(77.111),매매혼창녀 한국년은 이해 못할만함 ㅋㅋ 결혼비용 일본 6배 ㅋㅋㅋ,2021.10.30 02:46:13
2267,ㅇㅇ(58.140),남잔데 시발아?,2021.10.30 02:46:24
2268,ㅇㅇ(77.111),남자는 니보지쑤신 니애비가 남자고,2021.10.30 02:47:24
2077,라디in ,식재보니까 저렴한 가격대로 맛있게 알뜰살뜰하게 아내분이 만들어주시네설거지론 웃기면서도 씁쓸하고 그랬는데 이런글도 보여서 좋다,2021.10.30 02:48:47
2078,ㅇㅇ(77.111),한국여자가 아니니까 가능한건데,2021.10.30 02:50:09
2256,ㄴㄴ(125.182),냠냠. 냠. 그런 간단한 것들 얼마 안하고 대용량 저렴한것들로 사면 1만원대로 6개월 이상 씀. 냠냠. 냠.,2021.10.30 02:50:42
2269,ㅇㅇ(58.140),저 일녀가 친누나라고 생각하면 ㄹㅇ 멱살 잡아끌고 고국 돌아간다..부모님한테 제대로 혼나봐야 정신차리지,2021.10.30 02:51:31
2270,ㅇㅇ(58.140),시발 일류대까지 보내면서 지한테 들어간 돈이 얼만데 다른나라까지 따라가서 자발적 노예생활하고 앉아있어ㅋㅋㅋㅋ,2021.10.30 02:53:17
2271,ㅇㅇ(58.140),생활비가 저정돈데 부모님한테 용돈이나 보내기나 하겠냐고..,2021.10.30 02:55:15
2079,라디in ,국적이 어디고 관계없이 물가란게 있잖아한국 물가로 솔직히 삼시세끼 부부둘이 30만 이내로 커트하는거 쉬운거아님 그냥 부인분이 알뜰살뜰 아끼는 분인거지,2021.10.30 02:55:24
2272,ㅇㅇ(58.140),쟤는 뭐 딱히 집에서 지원받은거 없었다쳐도 아내 부모님은 쎄빠지게 들이부었을게 뻔히 보이는데 시발ㅋㄲ,2021.10.30 02:56:11
2080,너기출 ,첨에 기사로 봤을때는 부러웠는데 왜 다시보니 march출신이 고생하는거같냐 물론 둘이 행복하니 왈가왈부할 문제는 아니다만,2021.10.30 02:59:53
2081,ㅇㅇ(223.38),ㄹㅇ아내분 한국어 일취월장 기원..,2021.10.30 03:24:16
2082,ㅇㅇ(99.228),와이프 친구 소개시켜줄 수 있냐? 니랑 비슷한 스펙이고 일본어 잘한다.,2021.10.30 03:27:11
2260,10일(220.72),"내 말은  100원 200원 아끼려고 2시간 투자하는게 미련하다는거지  솔직하게 마트랑 시장 몇 번만 돌면 어디가 채소가 싸고, 정육은 어디가 싸고 다 알텐데 무슨 딥러닝하듯이 매일 다 돌아보고 데이터 쌓냐? 2시간은 그냥 시간버리거나 친구만난거밖에 설명 안됨",2021.10.30 03:28:13
2083,ㅇㅇ(223.38),근데 아내가 돈아끼려고 2시간 돌아다니는거 알면서도 장보러 혼자보내는거냐? 제일 싼곳이 어딘지는 너가 더 잘아서 알려줘야하는거 아니냐..혼자살땐 배달시켜먹은건 아니지설마?ㅋㅋㅋㅋㅋ,2021.10.30 03:29:07
2088,ㅇㅇ(223.38),주작,2021.10.30 03:33:05
2074,ㅇㅇ(112.153),나도이생각ㅇㅇ,2021.10.30 03:39:03
2089,리캬코 ,일본에서 사는게 더 낫지않나? 와이프가 머기업다니는데,2021.10.30 03:39:48
2200,ㅇㅇ(189.128),그럴 시간이 있다는 게 부러운데?   - dc App,2021.10.30 03:41:00
2090,ㅇㅇ(112.186),한국어 못하는게 장은 어케봄. 바가지 당하는 거 아녀?,2021.10.30 03:48:27
2075,ㅇㅇ(77.111),이러니 통계창녀 한국년이지 ㅋ,2021.10.30 03:54:07
2084,ㅇㅇ(77.111),아 역겹다 그저 한국년,2021.10.30 03:54:31
2261,ㅇㅇ(77.111),그게 너같은 통계 창녀 한국년들이 하는 짓이고 친자불일치 일본 3배,2021.10.30 03:59:58
2091,ㅇㅇ(114.161),그래서 얼굴은 ㅋ,2021.10.30 04:07:14
2092,ㅇㅇ(126.158),네다음 주작 ㅋㅋ,2021.10.30 04:08:22
2365,ㅇㅇ(114.161),와세다 학부아이고 대학원이라자너ㅋㅋ,2021.10.30 04:11:30
2093,ㅇㅇ(223.62),스시녀가 설거지당했노,2021.10.30 04:11:39
2094,ㅇㅇ(223.38),가까운데 가서 대충 사는게 무지성이냐 아니면 애호박하나 사자고 2시간 버린사람이 무지성이냐? 에호박 하나에 2시간은 좀 그래 난 첨에 와이프 착하고 알뜰하네 하면서 보다가 애호박2시간때문에 생각바뀜 알뜰한건지 니가 주는 돈이 부족해서 저 고생을 하는건지 나중가면 화분에 농사짓는거 아님??   - dc App,2021.10.30 04:21:18
2225,ㅇㅇ(223.38),너도냐?  - dc App,2021.10.30 04:23:11
2097,ㅇㅇ(223.38),애호박 두시간은 시 발 ㅋㅋㅋ 돈 부족에서 업소뛰거나 스폰남 만나는거아니냐?  - dc App,2021.10.30 04:23:37
2102,ㅇㅇ(124.49),시발로마 ㅠ,2021.10.30 04:29:42
2103,ㅇㅇ(211.36),돈 넉넉하게 주고 저러고 사는 거면 알뜰한거 ㅇㅈ하는데 이건 좀 아닌거같네,2021.10.30 04:30:54
2104,NS윤지 ,전생에 나라를 구햇노 시발  - dc App,2021.10.30 04:46:11
2105,포니(117.123),개쩐다;; 이런게 행복이지 씨발,2021.10.30 05:00:49
2106,ㅇㅇ(223.39),언냐들 배알이 뒤틀려서 다 죽었다고 한다,2021.10.30 05:04:17
2107,ㅇㅇ(211.36),몇백원 아끼겠다고 두시간 돌아다니는 인생이 부러우면 니들도 그렇게 살면 됨ㅇㅇ,2021.10.30 05:07:57
2217,백수라임아보카도 ,30만원 한달에 1인으로 그렇게 할 수 있지. 근데 건강 좆창나고 영양부족으로 탈모옴. 급노화함 피부도 엘라스틴과 콜라겐을 줫밥으로 아나 아주,2021.10.30 05:14:59
2109,ㅇㅇ(117.2),와이프 제발 짧뚱에 못생겼길... 안그럼 부러워 뒤질듯,2021.10.30 05:22:07
2110,ㅇㅇ(61.82),퐁퐁단 분노의 용돈인상안 작성 wwwwwwwwwww  - dc App,2021.10.30 05:27:38
2111,ㅇㅇ(211.36),월급날이니까 양념치킨먹자!! ㅋㅋㅋㅋㅋㅋ 결혼전에도 그냥 먹던걸로 가스라이팅 오지노ㅋㅋㅋㅋㅋㅋㅋ,2021.10.30 05:34:36
2117,ㅇㅇ(121.171),시발 진짜 솔직하게 존나 부럽다  - dc App,2021.10.30 05:36:24
2118,ㅇㅇ(211.36),이거보고 이재명 찍는다  - dc App,2021.10.30 05:47:39
2226,ㅇㅇ(175.214),P or 열등감,2021.10.30 05:59:16
2119,ㅇㅇ(125.190),피싸개들 달려와서 존나 까네 ㅋㅋㅋㅋ 야 그냥 조용히 살지 왜 피싸개들 어그로 끄냐... 너만 피곤해져 니 행복 너혼자 만끼해,2021.10.30 06:06:59
2120,ㅇㅇ(125.190),조선 피싸개들 신상털어서 패재끼는 미친년들이야 글삭하고 없는일처럼 행동하길 빈다 행복하게 사는 친구가 더러운 한국창년들한테 조림당하는거 너무 안쓰럽다,2021.10.30 06:07:52
2121,ㅇㅇ(211.36),주작즈원에서 누구 좋아함?,2021.10.30 06:13:33
2123,ㅇㅇ(223.38),일본녀 왜?,2021.10.30 06:14:52
2124,ㅇㅇ(125.136),스시녀 설거지 당했네  - dc App,2021.10.30 06:15:55
2125,ㅇㅇ(218.53),니아내가 설거지햇네 - dc App,2021.10.30 06:23:29
2126,얼음게 ,부럽다 씨발,2021.10.30 06:34:58
2248,ㅇㅇ(172.58),ㄹㅇ  - dc App,2021.10.30 06:56:20
2127,ㅇㅇ(112.167),아니 저거는 남자는 ㄹㅇ 부러운데 여자가 많이 불쌍함.. 물론 남의 집안사정 왈가왈부할건 아니지만 걍 내 소견으로는 그럼,2021.10.30 07:08:51
2129,ㅇㅇ(118.46),이젠 한녀는 아다 떼기 먹버용 결혼은 일녀랑 해야지ㅎㅎ,2021.10.30 07:15:33
2130,ㅇㅇ(61.76),진짜개구질하게산다,2021.10.30 07:17:13
2131,ㅇㅇ(1.211),슨관계는 주 몇번정도 하나요..?  - dc App,2021.10.30 07:20:03
2132,ㅇㅇ ,고려대급 대학 나와서 타국 지잡대남한테 밥 차려주느라 2시간만에 애호박 하나 사오는 삶... 설거지에는 남녀없다,2021.10.30 07:27:32
2133,ㅇㅇ(59.13),한년은 믿고 거른다 - dc App,2021.10.30 07:37:27
2134,튜(211.250),빡대가리가 지 와이프 불쌍한지도 모르고 자랑하네ㅋㅋ 무지성이 용기다,2021.10.30 07:38:57
2135,ㅇㅇ(58.230),명문대 출신 대기업 정직원에 1억 모아놧는데생활비 30받고 살면 역설거지 아니냐 ㄷㄷ장인 장모 오열하겠노,2021.10.30 07:51:37
2136,겨드랑이 ,스시녀도 입잘털어야 만나는거다 씹덕들아 한국에서도 어버버 거리면서 일본가서는 말트일꺼같냐  - dc App,2021.10.30 07:52:27
2112,ㅇㅇ(211.36),ㅆㄹㅇㅋㅋ,2021.10.30 07:58:25
2085,ㅇㅇ(223.62),피냄새봐 ㅆㅂ,2021.10.30 08:00:14
2137,ㅂㅂ(211.196),한국년들은 교육이 안되어 있음.  - dc App,2021.10.30 08:02:03
2138,oo(125.191),ㅋㅋㅋㅋㅋㅋ 왜웃는진 알거야,2021.10.30 08:02:22
2098,ㅇㅇ(116.124),ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2021.10.30 08:06:20
2113,ㅇㅇ(116.124),ㄹㅇㅋㅋㅋㅋㅋ,2021.10.30 08:06:54
2139,ㅇㅇ(211.36),스시녀야 니가 선택한 한남이다 악으로 깡으로 버텨라,2021.10.30 08:13:11
2140,ㅇㅇ(58.78),한녀 설거지도 못할년들이 부들대는 소리보니까 스시녀가 참 잘하고있다는거네 - dc App,2021.10.30 08:17:03
2141,ㅇㅇ(211.36),부잣집 고학력 아가씨 이세계 체험 중이라 아내도 행복할듯 ㅋㅋ 글쓴이는 졸부가 로또맞은거 자랑하는데 기만질 좀 할수있지 근데 자랑하겠다고 아내 인적사항 너무 많이 팔아먹은거 아니냐,2021.10.30 08:18:12
2143,ㅇㅇ(211.36),양뇨무 치킨와 큐료비모라우히니다케 타베레룬다네wwwwwwwwww,2021.10.30 08:21:58
2144,ㅇㅇ(106.154),식사량 보면 알겠지만 니들은 저것보다 더 쳐먹잖아. 자원의 낭비다 레알,2021.10.30 08:25:38
2114,ㅇㅇ(223.38),ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2021.10.30 08:26:15
2145,ㅇㅇ(50.64),키가 185? 끄덕...,2021.10.30 08:26:21
2146,ㅇㅇ(58.238),거지 새끼야 저런 아내있으면 한달에 30이 아니리 50준다. 5만원은 용돈하라고,2021.10.30 08:27:43
2147,ㅇㅇ(58.238),얹어줄 듯,2021.10.30 08:27:59
2149,ㅇㅇㅇㅇ(223.39),하지만 남편이 야붕이,2021.10.30 08:28:34
2150,ㅇㅇ(211.36),무지성은 몇백원 아끼겠다고 두시간 돌아다니는게 무지성이고 야붕아...,2021.10.30 08:31:40
2099,ㅇㅇ(180.224),zzz  - dc App,2021.10.30 08:43:36
2151,와(118.235),둘다 소식가에 검소하니 가능한듯?,2021.10.30 09:01:43
2152,천자지공(182.210),"30만원이냐?...30만엥이냐? ㅋㅋㅋ...뭐, 30만원이면은  저 정도면은 15일 정도는 갈것 같군...월급에 비해서, 물가가 이외로 싸자나..",2021.10.30 09:04:51
2153,ㅇㅇ(223.38),와이프가 설거지 당했노 ㅋㅋㅋㅋㅋㅋㅋ,2021.10.30 09:06:56
2154,dd(101.93),여자는 학벌 좋고 대기업에 아버지는 부농이라 집안 경제력도 좋음. 그냥 여자가 전생에 죄가 많았나 보다. 조상 거슬러 올라가면 여자 집안이 남자 집안 박살냈었을지도,2021.10.30 09:11:04
2155,ㅇㅇ(223.38),씨발 기만자년아,2021.10.30 09:12:07
2156,ㅇㅇ(112.146),밥하나더퍼놓고 와이프가해줬다^^ 지랄쌈싸먹는거거나 와이프가 아베같이 생겼다거나 둘중하나   - dc App,2021.10.30 09:14:07
2157,ㅇㅇ(180.66),여자가 돈버는게 더 나을텐데 왜 그랬지 나같으면 아내 일시키고 걍 살림하겠다,2021.10.30 09:14:38
2158,사바할카이르 ,진짜부럽다ㅎㅎ  - dc App,2021.10.30 09:26:54
2159,ㅇㅇ(125.137),퐁퐁 거덜날까봐 통한의 댓글공작 하는 거 봐 ㅋㅋㅌㅌ,2021.10.30 09:30:18
2161,walkin ,이씨발 아침부터 화나게하네,2021.10.30 09:31:38
2162,ㅇㅇ(119.65),ㅋㅋ 지자랑한다고 아내 신상 다 파는 한남수준 ㅋㅋㅋㅋㅋㅋ,2021.10.30 09:34:30
2163,ㅇㅇ(211.36),와이프는 똥밟았노,2021.10.30 09:38:31
2169,ㅇㅇ(1.224),시발 나가뒤져라 남자가 번 월급 전부 여자한테 맡겨서 용돈 타먹는 것도 좆같지만 아내한테 생활비 30만원 주는 미친 개새끼가 어딨냐?  - dc App,2021.10.30 09:39:30
2171,ㅇㅇ(182.226),이 씨발새끼 부럽다ㅋㅋ 결혼 진짜 잘했네,2021.10.30 09:40:08
2160,ㅇㅇ(211.36),이 집은 스시녀가 퐁퐁이지ㅋㅋㅋㅋㅋ,2021.10.30 09:43:23
2172,10달러씩결제 ,진짜 복받았다 와 ㅋㅋ,2021.10.30 09:45:23
2100,ㅇㅇ(125.178),그럴 가능성 있다고본다,2021.10.30 09:54:45
1974,ㅇㅇ(119.202),요즘 애호박 너무 비쌈..우리동네 3천원 넘음 쉬펄,2021.10.30 09:58:15
1975,ㅇㅇ(118.45),30으로 저렇게 생활하는게 신기하다,2021.10.30 09:58:27
2164,ㅇㅇ(119.202),본인이 행복하면 된거지..뭔 개소리냐,2021.10.30 09:58:34
1976,하누울 ,와이프좆나뷸쌍하노 좆국물가에서 생활비30은머냐,2021.10.30 10:00:05
2165,ㅇㅇ(211.36),닌 씨발 싼 애호박 찾아다니러 두시간 발품팔면 행복할것같냐?   지 일 아니라고 막말하네,2021.10.30 10:01:53
2076,ㅇㅇ(116.47),이런 스윗한 세끼들있으니까  창녀 수출1위답다  ㅋ,2021.10.30 10:05:10
1978,ㅇㅇ(116.47),와 시발 개부럽다 한녀 ㅅㄲ는  다뺏고 너한테 용돈 10만원줄텐데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2021.10.30 10:06:08
1979,ㅇㅇ(125.242),진짜 개부럽다. 승자네...,2021.10.30 10:08:31
2086,ㅇㅇ(39.7),니가 돈벌어오면 장 3시간도 볼수잇음  - dc App,2021.10.30 10:11:45
1980,뇌고도의 ,이재명은 당장 소환에 응해라!!!!!!!!!!!!!!!!!!!!!!!  - dc App,2021.10.30 10:15:34
1981,ㅇㅇ ,이재명!!!!,2021.10.30 10:16:21
1982,기생수 ,이건 와이프가 불쌍한것같은데 ㅇㅇ..,2021.10.30 10:19:41
1983,ㄱㄱ(118.235),"한녀들이 애호박에 집착하는 이유. 매사를 돈과 연관지어 생각할줄밖에 몰라서 그럼. 저와이프 입장에선 알뜰살뜰한 행동 자체가 즐거운일이어서 두시간씩 돌다올수 있는건데, 한녀입장에선 상상도 할수없는거임. 돈돈돈 하는 애들이니까",2021.10.30 10:20:26
2087,?(106.101),ㅋㅋ장보러 같이 안가준건 스윗남은 아니여도 문제될건 없짘ㅋㅋㅋ그리고 제일 싼 곳은 날마다 달라지는거 모르냐?ㅋㅋ장을 본적이 있어야 알겠짘ㅋㅋㅋ,2021.10.30 10:20:38
1984,ㅇㅇ(211.36),ㅋㅋㅋㅋ발품파는거 쉴드칠려고 소설을 써라 아주 누가 지한테 싼거사오라고 두시간 돌아다니라고하면 개지랄날 새끼가ㅋㅋㅋ,2021.10.30 10:21:35
1991,ㅇㅇ(182.215),스시녀가 답이다  - dc App,2021.10.30 10:23:09
1992,.strandberg* ,캬 비혼 도태한남충이지만 이런 결혼생활은 부럽노 ㄹㅇ,2021.10.30 10:26:57
1993,ㅇㅇ(211.36),부럽다 부럽다 하지말고 느그도 느그손으로 밥 차려먹어라  맨날 배달나부랭이만 시켜먹지 말고 두시간씩 매일 장 보는거 추천한다 가끔  돼지고기후지 먹고  싸구려가공식품 두부 계란 김치로 돌려막기하고 외식은 월급날에 치킨 한번이면 30만원 쌉가능임ㅇㅇ,2021.10.30 10:30:28
1994,ㅇㅇ(211.36),스시녀가 한남 설거지해줬네 존나 부럽다 씨빨,2021.10.30 10:32:48
1995,ㅇㅇ(118.221),이재명 찍어도 피해없노ㅋㅋㅋㅋ,2021.10.30 10:36:05
1996,ㅇㅇ(39.7),중국산 먹나봄 계란두부우유 저돈으로 국내산 유기농 못먹음 동물복지유정란 한판 만원넘고 국내산콩두부도 아닐거라생각됨 메인빼고 나머지는 장아찌류   - dc App,2021.10.30 10:36:09
1998,ㅇㅇ(223.38),퐁퐁단 놈년들 장을 본적이 없으니까 애호박 100원 아끼려고 장본다 이지랄하네. 싼 재료 있으면 그거로 반찬하려고 도는거지. 퐁퐁단새끼들은 백화점 뺑뺑이는 존나 돌면서 마트 뺑뺑이는 이해못하노  - dc App,2021.10.30 10:36:22
1999,ㅇㅇ(125.187),200버는데 30씩 쪽쪽빨아먹는 고학력 백수 기생전업충 키우면서 좋단다,2021.10.30 10:37:28
2001,ㅇㅇ(211.36),개념스시녀네 근데 남편은 왜 이러노,2021.10.30 10:38:57
2003,히노모리 ,디시콘 보기,2021.10.30 10:39:31
2005,히노모리 ,디시콘 보기,2021.10.30 10:39:33
2166,ㅇㅇ(223.38),"행위와 목적을 혼동하시네염. 오늘 뭐해먹지 하면서 마트 뺑뺑이 도는게 얼마나 재밌는데, 집에서 누워서 배달만 쳐 먹으니까 배가 그렇게 나오죠 선생님  - dc App",2021.10.30 10:40:02
2006,ㅇㅇ(212.102),뉴스 떴네 https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=014&aid=0004731325,2021.10.30 10:41:05
2101,ㅇㅇ(221.167),ㅋㅋ 애호박에서 냄새 씨게 남,2021.10.30 10:45:30
2008,ㅇㅇ(61.253),"10만원만 올려줘라 ㅠ 님 와이프가 원래 생활력이 개쩌는 건 맞는 거 같은디가장 저렴한 애호박 구하려고 2시간 동안 나갔다 온 건 ;;본인이 정말 좋고, 취미로 삼을정도의 재미라면 상관 없겠다만 좀 그렇지 않냐?",2021.10.30 10:47:54
1985,ㄱㄱ(118.235),211.36 니들이 그러니까 맨날 남편들 취미생활조차도 들들 볶는거야. 게임만하고있어도 돈안되는거 하고있으니까 보고있으면 빡치지? 남편은 그게 단지 즐거워서 하는건데 이해가 안가지? 근데 니가 즐거운건 돈쓰는 일이어도 안하면 못참고 뒤질거같지?아 역겨워 역겨운 한녀들,2021.10.30 10:48:52
